Market Cap Rank,S.No.,Name,Ticker,Industry,YFinance Ticker,Screener URL,Market Cap As Of,Market Cap Source,Market Cap Cr
1054,1678,Monarch Networth Capital Limited,MONARCH,,MONARCH.NS,https://www.screener.in/company/MONARCH/consolidated/,2026-07-16,Saved Screener.in FII scan,2666.0
1055,1690,Mufin Green Finance Limited,MUFIN,,MUFIN.NS,https://www.screener.in/company/MUFIN/consolidated/,2026-07-16,Saved Screener.in FII scan,2658.0
1056,1363,HLE Glascoat Limited,HLEGLAS,,HLEGLAS.NS,https://www.screener.in/company/HLEGLAS/consolidated/,2026-07-16,Saved Screener.in FII scan,2654.0
1057,1084,Dalmia Bharat Sugar and Industries Limited,DALMIASUG,,DALMIASUG.NS,https://www.screener.in/company/DALMIASUG/consolidated/,2026-07-16,Saved Screener.in FII scan,2635.0
1058,1220,Fischer Medical Ventures Limited,FISCHER,,FISCHER.NS,https://www.screener.in/company/FISCHER/consolidated/,2026-07-16,Saved Screener.in FII scan,2632.0
1059,2308,Vimta Labs Limited,VIMTALABS,,VIMTALABS.NS,https://www.screener.in/company/VIMTALABS/consolidated/,2026-07-16,Saved Screener.in FII scan,2630.0
1060,868,Apcotex Industries Limited,APCOTEXIND,,APCOTEXIND.NS,https://www.screener.in/company/APCOTEXIND/consolidated/,2026-07-16,Saved Screener.in FII scan,2618.0
1061,1275,Globus Spirits Limited,GLOBUSSPR,,GLOBUSSPR.NS,https://www.screener.in/company/GLOBUSSPR/consolidated/,2026-07-16,Saved Screener.in FII scan,2615.0
1062,1915,Repco Home Finance Limited,REPCOHOME,,REPCOHOME.NS,https://www.screener.in/company/REPCOHOME/consolidated/,2026-07-16,Saved Screener.in FII scan,2613.0
1063,2187,Tasty Bite Eatables Limited,TASTYBITE,,TASTYBITE.NS,https://www.screener.in/company/TASTYBITE/consolidated/,2026-09-23,Yahoo Finance,2612.19
1064,1024,Camlin Fine Sciences Limited,CAMLINFINE,,CAMLINFINE.NS,https://www.screener.in/company/CAMLINFINE/consolidated/,2026-07-16,Saved Screener.in FII scan,2611.0
1065,1972,Sai Parenterals Limited,SAIPARENT,,SAIPARENT.NS,https://www.screener.in/company/SAIPARENT/consolidated/,2026-07-16,Saved Screener.in FII scan,2611.0
1066,2124,Stallion India Fluorochemicals Limited,STALLION,,STALLION.NS,https://www.screener.in/company/STALLION/consolidated/,2026-09-23,Yahoo Finance,2603.34
1067,1460,Jain Irrigation Systems Limited,JISLJALEQS,,JISLJALEQS.NS,https://www.screener.in/company/JISLJALEQS/consolidated/,2026-07-16,Saved Screener.in FII scan,2602.0
1068,2181,Talbros Automotive Components Limited,TALBROAUTO,,TALBROAUTO.NS,https://www.screener.in/company/TALBROAUTO/consolidated/,2026-07-16,Saved Screener.in FII scan,2597.0
1069,1746,Nitco Limited,NITCO,,NITCO.NS,https://www.screener.in/company/NITCO/consolidated/,2026-07-16,Saved Screener.in FII scan,2573.0
1070,653,Orient Cement Ltd.,ORIENTCEM,Construction Materials,ORIENTCEM.NS,https://www.screener.in/company/ORIENTCEM/consolidated/,2026-09-23,Yahoo Finance,2565.99
1071,1811,Apeejay Surrendra Park Hotels Limited,PARKHOTELS,,PARKHOTELS.NS,https://www.screener.in/company/PARKHOTELS/consolidated/,2026-07-16,Saved Screener.in FII scan,2565.0
1072,2135,Stove Kraft Limited,STOVEKRAFT,,STOVEKRAFT.NS,https://www.screener.in/company/STOVEKRAFT/consolidated/,2026-07-16,Saved Screener.in FII scan,2562.0
1073,827,Ajmera Realty & Infra India Limited,AJMERA,,AJMERA.NS,https://www.screener.in/company/AJMERA/consolidated/,2026-07-16,Saved Screener.in FII scan,2557.0
1074,1394,Insolation Energy Limited,INA,,INA.NS,https://www.screener.in/company/INA/consolidated/,2026-07-16,Saved Screener.in FII scan,2552.0
1075,2630,Aimtron Electronics Limited,AIMTRON,,AIMTRON.NS,https://www.screener.in/company/AIMTRON/consolidated/,2026-07-16,Saved Screener.in FII scan,2545.0
1076,917,Automotive Axles Limited,AUTOAXLES,,AUTOAXLES.NS,https://www.screener.in/company/AUTOAXLES/consolidated/,2026-09-23,Yahoo Finance,2541.83
1077,1732,NIBE Limited,NIBE,,NIBE.NS,https://www.screener.in/company/NIBE/consolidated/,2026-07-16,Saved Screener.in FII scan,2532.0
1078,1833,Pix Transmissions Limited,PIXTRANS,,PIXTRANS.NS,https://www.screener.in/company/PIXTRANS/consolidated/,2026-07-16,Saved Screener.in FII scan,2526.0
1079,804,Advait Energy Transitions Limited,ADVAIT,,ADVAIT.NS,https://www.screener.in/company/ADVAIT/consolidated/,2026-07-16,Saved Screener.in FII scan,2524.0
1080,1853,Prakash Industries Limited,PRAKASH,,PRAKASH.NS,https://www.screener.in/company/PRAKASH/consolidated/,2026-07-16,Saved Screener.in FII scan,2522.0
1081,955,Bharat Bijlee Limited,BBL,,BBL.NS,https://www.screener.in/company/BBL/consolidated/,2026-09-23,Yahoo Finance,2521.84
1082,1224,Federal-Mogul Goetze (India) Limited.,FMGOETZE,,FMGOETZE.NS,https://www.screener.in/company/FMGOETZE/consolidated/,2026-07-16,Saved Screener.in FII scan,2521.0
1083,1805,Panama Petrochem Limited,PANAMAPET,,PANAMAPET.NS,https://www.screener.in/company/PANAMAPET/consolidated/,2026-07-16,Saved Screener.in FII scan,2517.0
1084,1265,Gujarat Industries Power Company Limited,GIPCL,,GIPCL.NS,https://www.screener.in/company/GIPCL/consolidated/,2026-07-16,Saved Screener.in FII scan,2516.0
1085,1787,Oriental Hotels Limited,ORIENTHOT,,ORIENTHOT.NS,https://www.screener.in/company/ORIENTHOT/consolidated/,2026-07-16,Saved Screener.in FII scan,2515.0
1086,2276,Utkarsh Small Finance Bank Limited,UTKARSHBNK,,UTKARSHBNK.NS,https://www.screener.in/company/UTKARSHBNK/consolidated/,2026-09-23,Yahoo Finance,2503.79
1087,2289,Veedol Corporation Limited,VEEDOL,,VEEDOL.NS,https://www.screener.in/company/VEEDOL/consolidated/,2026-07-16,Saved Screener.in FII scan,2502.0
1088,2294,Venus Remedies Limited,VENUSREM,,VENUSREM.NS,https://www.screener.in/company/VENUSREM/consolidated/,2026-07-16,Saved Screener.in FII scan,2497.0
1089,966,Bhansali Engineering Polymers Limited,BEPL,,BEPL.NS,https://www.screener.in/company/BEPL/consolidated/,2026-07-16,Saved Screener.in FII scan,2482.0
1090,2311,Vindhya Telelinks Limited,VINDHYATEL,,VINDHYATEL.NS,https://www.screener.in/company/VINDHYATEL/consolidated/,2026-07-16,Saved Screener.in FII scan,2482.0
1091,1511,Kiri Industries Limited,KIRIINDUS,,KIRIINDUS.NS,https://www.screener.in/company/KIRIINDUS/consolidated/,2026-07-16,Saved Screener.in FII scan,2477.0
1092,2674,Owais Metal And Mineral Processing Limited,OWAIS,,OWAIS.NS,https://www.screener.in/company/OWAIS/consolidated/,2026-09-23,Yahoo Finance,2471.81
1093,1019,Shankara Buildpro Limited,BUILDPRO,,BUILDPRO.NS,https://www.screener.in/company/BUILDPRO/consolidated/,2026-07-16,Saved Screener.in FII scan,2444.0
1094,1992,Sanstar Limited,SANSTAR,,SANSTAR.NS,https://www.screener.in/company/SANSTAR/consolidated/,2026-07-16,Saved Screener.in FII scan,2442.0
1095,2251,United Foodbrands Limited,UFBL,,UFBL.NS,https://www.screener.in/company/UFBL/consolidated/,2026-07-16,Saved Screener.in FII scan,2438.0
1096,1677,Mold-Tek Packaging Limited,MOLDTKPAC,,MOLDTKPAC.NS,https://www.screener.in/company/MOLDTKPAC/consolidated/,2026-07-16,Saved Screener.in FII scan,2422.0
1097,2149,Sundrop Brands Limited,SUNDROP,,SUNDROP.NS,https://www.screener.in/company/SUNDROP/consolidated/,2026-07-16,Saved Screener.in FII scan,2422.0
1098,1870,Protean eGov Technologies Limited,PROTEAN,,PROTEAN.NS,https://www.screener.in/company/PROTEAN/consolidated/,2026-07-16,Saved Screener.in FII scan,2421.0
1099,2196,Teamlease Services Limited,TEAMLEASE,,TEAMLEASE.NS,https://www.screener.in/company/TEAMLEASE/consolidated/,2026-07-16,Saved Screener.in FII scan,2421.0
1100,1064,Confidence Petroleum India Limited,CONFIPET,,CONFIPET.NS,https://www.screener.in/company/CONFIPET/consolidated/,2026-07-16,Saved Screener.in FII scan,2420.0
1101,1366,HMT Limited,HMT,,HMT.NS,https://www.screener.in/company/HMT/consolidated/,2026-07-16,Saved Screener.in FII scan,2418.0
1102,1012,Brigade Hotel Ventures Limited,BRIGHOTEL,,BRIGHOTEL.NS,https://www.screener.in/company/BRIGHOTEL/consolidated/,2026-07-16,Saved Screener.in FII scan,2417.0
1103,1905,Rane Holdings Limited,RANEHOLDIN,,RANEHOLDIN.NS,https://www.screener.in/company/RANEHOLDIN/consolidated/,2026-07-16,Saved Screener.in FII scan,2412.0
1104,1185,EPack Prefab Technologies Limited,EPACKPEB,,EPACKPEB.NS,https://www.screener.in/company/EPACKPEB/consolidated/,2026-07-16,Saved Screener.in FII scan,2390.0
1105,2072,Sika Interplant Systems Limited,SIKA,,SIKA.NS,https://www.screener.in/company/SIKA/consolidated/,2026-07-16,Saved Screener.in FII scan,2384.0
1106,2291,Venky's (India) Limited,VENKEYS,,VENKEYS.NS,https://www.screener.in/company/VENKEYS/consolidated/,2026-09-23,Yahoo Finance,2383.86
1107,1236,Ganesha Ecosphere Limited,GANECOS,,GANECOS.NS,https://www.screener.in/company/GANECOS/consolidated/,2026-07-16,Saved Screener.in FII scan,2374.0
1108,838,Alembic Limited,ALEMBICLTD,,ALEMBICLTD.NS,https://www.screener.in/company/ALEMBICLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,2368.0
1109,1300,Greenpanel Industries Limited,GREENPANEL,,GREENPANEL.NS,https://www.screener.in/company/GREENPANEL/consolidated/,2026-07-16,Saved Screener.in FII scan,2366.0
1110,1201,Exicom Tele-Systems Limited,EXICOM,,EXICOM.NS,https://www.screener.in/company/EXICOM/consolidated/,2026-07-16,Saved Screener.in FII scan,2339.0
1111,1969,Sagar Cements Limited,SAGCEM,,SAGCEM.NS,https://www.screener.in/company/SAGCEM/consolidated/,2026-07-16,Saved Screener.in FII scan,2339.0
1112,1687,MSP Steel & Power Limited,MSPL,,MSPL.NS,https://www.screener.in/company/MSPL/consolidated/,2026-07-16,Saved Screener.in FII scan,2327.0
1113,1372,HPL Electric & Power Limited,HPL,,HPL.NS,https://www.screener.in/company/HPL/consolidated/,2026-07-16,Saved Screener.in FII scan,2317.0
1114,1215,Filatex India Limited,FILATEX,,FILATEX.NS,https://www.screener.in/company/FILATEX/consolidated/,2026-07-16,Saved Screener.in FII scan,2314.0
1115,1155,Dynamic Cables Limited,DYCL,,DYCL.NS,https://www.screener.in/company/DYCL/consolidated/,2026-09-23,Yahoo Finance,2310.99
1116,1506,Kalyani Investment Company Limited,KICL,,KICL.NS,https://www.screener.in/company/KICL/consolidated/,2026-07-16,Saved Screener.in FII scan,2309.0
1117,1530,K.P. Energy Limited,KPEL,,KPEL.NS,https://www.screener.in/company/KPEL/consolidated/,2026-07-16,Saved Screener.in FII scan,2309.0
1118,1791,The Orissa Minerals Development Company Limited,ORISSAMINE,,ORISSAMINE.NS,https://www.screener.in/company/ORISSAMINE/consolidated/,2026-09-23,Yahoo Finance,2304.72
1119,2084,Sirca Paints India Limited,SIRCA,,SIRCA.NS,https://www.screener.in/company/SIRCA/consolidated/,2026-07-16,Saved Screener.in FII scan,2298.0
1120,2295,Veranda Learning Solutions Limited,VERANDA,,VERANDA.NS,https://www.screener.in/company/VERANDA/consolidated/,2026-07-16,Saved Screener.in FII scan,2298.0
1121,2078,Silver Touch Technologies Limited,SILVERTUC,,SILVERTUC.NS,https://www.screener.in/company/SILVERTUC/consolidated/,2026-07-16,Saved Screener.in FII scan,2296.0
1122,1450,Jaykay Enterprises Limited,JAYKAY,,JAYKAY.NS,https://www.screener.in/company/JAYKAY/consolidated/,2026-07-16,Saved Screener.in FII scan,2283.0
1123,2021,Servotech Renewable Power System Limited,SERVOTECH,,SERVOTECH.NS,https://www.screener.in/company/SERVOTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,2283.0
1124,883,Arkade Developers Limited,ARKADE,,ARKADE.NS,https://www.screener.in/company/ARKADE/consolidated/,2026-07-16,Saved Screener.in FII scan,2282.0
1125,970,BF Utilities Limited,BFUTILITIE,,BFUTILITIE.NS,https://www.screener.in/company/BFUTILITIE/consolidated/,2026-07-16,Saved Screener.in FII scan,2282.0
1126,1180,EMS Limited,EMSLIMITED,,EMSLIMITED.NS,https://www.screener.in/company/EMSLIMITED/consolidated/,2026-07-16,Saved Screener.in FII scan,2270.0
1127,2684,Alpex Solar Limited,ALPEXSOLAR,,ALPEXSOLAR.NS,https://www.screener.in/company/ALPEXSOLAR/consolidated/,2026-07-16,Saved Screener.in FII scan,2264.0
1128,1823,Pennar Industries Limited,PENIND,,PENIND.NS,https://www.screener.in/company/PENIND/consolidated/,2026-07-16,Saved Screener.in FII scan,2257.0
1129,978,Bharat Rasayan Limited,BHARATRAS,,BHARATRAS.NS,https://www.screener.in/company/BHARATRAS/consolidated/,2026-07-16,Saved Screener.in FII scan,2254.0
1130,971,BGR Energy Systems Limited,BGRENERGY,,BGRENERGY.NS,https://www.screener.in/company/BGRENERGY/consolidated/,2026-07-16,Saved Screener.in FII scan,2251.0
1131,1168,EL CID Investments Limited,ELCIDIN,,ELCIDIN.NS,https://www.screener.in/company/ELCIDIN/consolidated/,2026-07-16,Saved Screener.in FII scan,2247.0
1132,939,Bajel Projects Limited,BAJEL,,BAJEL.NS,https://www.screener.in/company/BAJEL/consolidated/,2026-07-16,Saved Screener.in FII scan,2241.0
1133,2310,Vintage Coffee And Beverages Limited,VINCOFE,,VINCOFE.NS,https://www.screener.in/company/VINCOFE/consolidated/,2026-07-16,Saved Screener.in FII scan,2239.0
1134,1400,India Nippon Electricals Limited,INDNIPPON,,INDNIPPON.NS,https://www.screener.in/company/INDNIPPON/consolidated/,2026-07-16,Saved Screener.in FII scan,2235.0
1135,1893,Rajratan Global Wire Limited,RAJRATAN,,RAJRATAN.NS,https://www.screener.in/company/RAJRATAN/consolidated/,2026-07-16,Saved Screener.in FII scan,2235.0
1136,1101,DCX Systems Limited,DCXINDIA,,DCXINDIA.NS,https://www.screener.in/company/DCXINDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,2227.0
1137,1926,Rishabh Instruments Limited,RISHABH,,RISHABH.NS,https://www.screener.in/company/RISHABH/consolidated/,2026-07-16,Saved Screener.in FII scan,2220.0
1138,968,Beta Drugs Limited,BETA,,BETA.NS,https://www.screener.in/company/BETA/consolidated/,2026-07-16,Saved Screener.in FII scan,2219.0
1139,1403,Indoco Remedies Limited,INDOCO,,INDOCO.NS,https://www.screener.in/company/INDOCO/consolidated/,2026-07-16,Saved Screener.in FII scan,2219.0
1140,1664,MM Forgings Limited,MMFL,,MMFL.NS,https://www.screener.in/company/MMFL/consolidated/,2026-07-16,Saved Screener.in FII scan,2216.0
1141,1184,EPACK Durable Limited,EPACK,,EPACK.NS,https://www.screener.in/company/EPACK/consolidated/,2026-07-16,Saved Screener.in FII scan,2215.0
1142,2038,Shanti Gold International Limited,SHANTIGOLD,,SHANTIGOLD.NS,https://www.screener.in/company/SHANTIGOLD/consolidated/,2026-09-23,Yahoo Finance,2210.63
1143,1492,KCP Limited,KCP,,KCP.NS,https://www.screener.in/company/KCP/consolidated/,2026-07-16,Saved Screener.in FII scan,2190.0
1144,801,Ador Welding Limited,ADOR,,ADOR.NS,https://www.screener.in/company/ADOR/consolidated/,2026-07-16,Saved Screener.in FII scan,2187.0
1145,1026,Capacit'e Infraprojects Limited,CAPACITE,,CAPACITE.NS,https://www.screener.in/company/CAPACITE/consolidated/,2026-07-16,Saved Screener.in FII scan,2182.0
1146,1278,GM Breweries Limited,GMBREW,,GMBREW.NS,https://www.screener.in/company/GMBREW/consolidated/,2026-07-16,Saved Screener.in FII scan,2175.0
1147,1357,Hindware Home Innovation Limited,HINDWAREAP,,HINDWAREAP.NS,https://www.screener.in/company/HINDWAREAP/consolidated/,2026-07-16,Saved Screener.in FII scan,2175.0
1148,1258,Geojit Financial Services Limited,GEOJITFSL,,GEOJITFSL.NS,https://www.screener.in/company/GEOJITFSL/consolidated/,2026-07-16,Saved Screener.in FII scan,2168.0
1149,2099,Somany Ceramics Limited,SOMANYCERA,,SOMANYCERA.NS,https://www.screener.in/company/SOMANYCERA/consolidated/,2026-07-16,Saved Screener.in FII scan,2167.0
1150,2107,Spandana Sphoorty Financial Limited,SPANDANA,,SPANDANA.NS,https://www.screener.in/company/SPANDANA/consolidated/,2026-07-16,Saved Screener.in FII scan,2165.0
1151,1142,D. P. Abhushan Limited,DPABHUSHAN,,DPABHUSHAN.NS,https://www.screener.in/company/DPABHUSHAN/consolidated/,2026-07-16,Saved Screener.in FII scan,2159.0
1152,1684,Motisons Jewellers Limited,MOTISONS,,MOTISONS.NS,https://www.screener.in/company/MOTISONS/consolidated/,2026-09-23,Yahoo Finance,2148.75
1153,1296,Grand Oak Canyons Distillery Limited,GRANDOAK,,GRANDOAK.NS,https://www.screener.in/company/GRANDOAK/consolidated/,2026-07-16,Saved Screener.in FII scan,2148.0
1154,537,Awfis Space Solutions Ltd.,AWFIS,Services,AWFIS.NS,https://www.screener.in/company/AWFIS/consolidated/,2026-07-16,Saved Screener.in FII scan,2126.0
1155,2303,Vidya Wires Limited,VIDYAWIRES,,VIDYAWIRES.NS,https://www.screener.in/company/VIDYAWIRES/consolidated/,2026-07-16,Saved Screener.in FII scan,2122.0
1156,996,BLS E-Services Limited,BLSE,,BLSE.NS,https://www.screener.in/company/BLSE/consolidated/,2026-07-16,Saved Screener.in FII scan,2119.0
1157,1727,NELCO Limited,NELCO,,NELCO.NS,https://www.screener.in/company/NELCO/consolidated/,2026-07-16,Saved Screener.in FII scan,2111.0
1158,1283,Go Fashion (India) Limited,GOCOLORS,,GOCOLORS.NS,https://www.screener.in/company/GOCOLORS/consolidated/,2026-07-16,Saved Screener.in FII scan,2110.0
1159,1356,Hindustan Oil Exploration Company Limited,HINDOILEXP,,HINDOILEXP.NS,https://www.screener.in/company/HINDOILEXP/consolidated/,2026-07-16,Saved Screener.in FII scan,2109.0
1160,1850,Prabha Energy Limited,PRABHA,,PRABHA.NS,https://www.screener.in/company/PRABHA/consolidated/,2026-07-16,Saved Screener.in FII scan,2108.0
1161,1880,Quadrant Future Tek Limited,QUADFUTURE,,QUADFUTURE.NS,https://www.screener.in/company/QUADFUTURE/consolidated/,2026-09-23,Yahoo Finance,2106.2
1162,1189,ESAF Small Finance Bank Limited,ESAFSFB,,ESAFSFB.NS,https://www.screener.in/company/ESAFSFB/consolidated/,2026-09-23,Yahoo Finance,2100.09
1163,870,Apollo Pipes Limited,APOLLOPIPE,,APOLLOPIPE.NS,https://www.screener.in/company/APOLLOPIPE/consolidated/,2026-07-16,Saved Screener.in FII scan,2100.0
1164,2443,Anondita Medicare Limited,ANONDITA,,ANONDITA.NS,https://www.screener.in/company/ANONDITA/consolidated/,2026-07-16,Saved Screener.in FII scan,2098.0
1165,1069,COSMO FIRST LIMITED,COSMOFIRST,,COSMOFIRST.NS,https://www.screener.in/company/COSMOFIRST/consolidated/,2026-07-16,Saved Screener.in FII scan,2092.0
1166,2179,Taj GVK Hotels & Resorts Limited,TAJGVK,,TAJGVK.NS,https://www.screener.in/company/TAJGVK/consolidated/,2026-07-16,Saved Screener.in FII scan,2088.0
1167,1808,Paramount Communications Limited,PARACABLES,,PARACABLES.NS,https://www.screener.in/company/PARACABLES/consolidated/,2026-07-16,Saved Screener.in FII scan,2086.0
1168,2138,Baazar Style Retail Limited,STYLEBAAZA,,STYLEBAAZA.NS,https://www.screener.in/company/STYLEBAAZA/consolidated/,2026-07-16,Saved Screener.in FII scan,2083.0
1169,2541,Danish Power Limited,DANISH,,DANISH.NS,https://www.screener.in/company/DANISH/consolidated/,2026-07-16,Saved Screener.in FII scan,2044.0
1170,2061,Shringar House of Mangalsutra Limited,SHRINGARMS,,SHRINGARMS.NS,https://www.screener.in/company/SHRINGARMS/consolidated/,2026-09-23,Yahoo Finance,2027.2
1171,2209,Thejo Engineering Limited,THEJO,,THEJO.NS,https://www.screener.in/company/THEJO/consolidated/,2026-07-16,Saved Screener.in FII scan,2019.0
1172,1282,GOCL Corporation Limited,GOCLCORP,,GOCLCORP.NS,https://www.screener.in/company/GOCLCORP/consolidated/,2026-07-16,Saved Screener.in FII scan,2013.0
1173,2079,Simplex Infrastructures Limited,SIMPLEXINF,,SIMPLEXINF.NS,https://www.screener.in/company/SIMPLEXINF/consolidated/,2026-07-16,Saved Screener.in FII scan,2013.0
1174,1625,Marsons Limited,MARSONS,,MARSONS.NS,https://www.screener.in/company/MARSONS/consolidated/,2026-07-16,Saved Screener.in FII scan,2012.0
1175,2192,TCI Express Limited,TCIEXP,,TCIEXP.NS,https://www.screener.in/company/TCIEXP/consolidated/,2026-07-16,Saved Screener.in FII scan,2012.0
1176,2143,Sumeet Industries Limited,SUMEETINDS,,SUMEETINDS.NS,https://www.screener.in/company/SUMEETINDS/consolidated/,2026-07-16,Saved Screener.in FII scan,2006.0
1177,1825,PTC India Financial Services Limited,PFS,,PFS.NS,https://www.screener.in/company/PFS/consolidated/,2026-07-16,Saved Screener.in FII scan,1999.0
1178,1444,Jai Corp Limited,JAICORPLTD,,JAICORPLTD.NS,https://www.screener.in/company/JAICORPLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,1998.0
1179,1762,Nucleus Software Exports Limited,NUCLEUS,,NUCLEUS.NS,https://www.screener.in/company/NUCLEUS/consolidated/,2026-07-16,Saved Screener.in FII scan,1997.0
1180,1025,Cantabil Retail India Limited,CANTABIL,,CANTABIL.NS,https://www.screener.in/company/CANTABIL/consolidated/,2026-09-23,Yahoo Finance,1995.19
1181,957,Brightcom Group Limited,BCG,,BCG.NS,https://www.screener.in/company/BCG/consolidated/,2026-07-16,Saved Screener.in FII scan,1980.0
1182,2307,Vikran Engineering Limited,VIKRAN,,VIKRAN.NS,https://www.screener.in/company/VIKRAN/consolidated/,2026-07-16,Saved Screener.in FII scan,1979.0
1183,2002,SBC Exports Limited,SBC,,SBC.NS,https://www.screener.in/company/SBC/consolidated/,2026-07-16,Saved Screener.in FII scan,1974.0
1184,1721,Ndr Auto Components Limited,NDRAUTO,,NDRAUTO.NS,https://www.screener.in/company/NDRAUTO/consolidated/,2026-07-16,Saved Screener.in FII scan,1973.0
1185,1334,Hathway Cable & Datacom Limited,HATHWAY,,HATHWAY.NS,https://www.screener.in/company/HATHWAY/consolidated/,2026-07-16,Saved Screener.in FII scan,1970.0
1186,2220,Thirumalai Chemicals Limited,TIRUMALCHM,,TIRUMALCHM.NS,https://www.screener.in/company/TIRUMALCHM/consolidated/,2026-07-16,Saved Screener.in FII scan,1964.0
1187,1164,EIH Associated Hotels Limited,EIHAHOTELS,,EIHAHOTELS.NS,https://www.screener.in/company/EIHAHOTELS/consolidated/,2026-07-16,Saved Screener.in FII scan,1963.0
1188,1369,Honda India Power Products Limited,HONDAPOWER,,HONDAPOWER.NS,https://www.screener.in/company/HONDAPOWER/consolidated/,2026-09-23,Yahoo Finance,1959.34
1189,1398,Indian Hume Pipe Company Limited,INDIANHUME,,INDIANHUME.NS,https://www.screener.in/company/INDIANHUME/consolidated/,2026-09-23,Yahoo Finance,1929.47
1190,1035,Ceinsys Tech Limited,CEINSYS,,CEINSYS.NS,https://www.screener.in/company/CEINSYS/consolidated/,2026-07-16,Saved Screener.in FII scan,1921.0
1191,1349,Hinduja Global Solutions Limited,HGS,,HGS.NS,https://www.screener.in/company/HGS/consolidated/,2026-07-16,Saved Screener.in FII scan,1919.0
1192,1692,Mukand Limited,MUKANDLTD,,MUKANDLTD.NS,https://www.screener.in/company/MUKANDLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,1918.0
1193,2033,Shalby Limited,SHALBY,,SHALBY.NS,https://www.screener.in/company/SHALBY/consolidated/,2026-07-16,Saved Screener.in FII scan,1916.0
1194,1421,Insecticides (India) Limited,INSECTICID,,INSECTICID.NS,https://www.screener.in/company/INSECTICID/consolidated/,2026-07-16,Saved Screener.in FII scan,1914.0
1195,1739,Nilkamal Limited,NILKAMAL,,NILKAMAL.NS,https://www.screener.in/company/NILKAMAL/consolidated/,2026-07-16,Saved Screener.in FII scan,1882.0
1196,1279,GNA Axles Limited,GNA,,GNA.NS,https://www.screener.in/company/GNA/consolidated/,2026-07-16,Saved Screener.in FII scan,1879.0
1197,2873,BEW Engineering Limited,BEWLTD,,BEWLTD.NS,https://www.screener.in/company/BEWLTD/consolidated/,2026-09-23,Yahoo Finance,1874.71
1198,1309,GSP Crop Science Limited,GSPCROP,,GSPCROP.NS,https://www.screener.in/company/GSPCROP/consolidated/,2026-07-16,Saved Screener.in FII scan,1872.0
1199,1731,NGL Fine-Chem Limited,NGLFINE,,NGLFINE.NS,https://www.screener.in/company/NGLFINE/consolidated/,2026-07-16,Saved Screener.in FII scan,1871.0
1200,1305,GRM Overseas Limited,GRMOVER,,GRMOVER.NS,https://www.screener.in/company/GRMOVER/consolidated/,2026-07-16,Saved Screener.in FII scan,1870.0
1201,1973,Sakar Healthcare Limited,SAKAR,,SAKAR.NS,https://www.screener.in/company/SAKAR/consolidated/,2026-07-16,Saved Screener.in FII scan,1869.0
1202,1429,India Pesticides Limited,IPL,,IPL.NS,https://www.screener.in/company/IPL/consolidated/,2026-07-16,Saved Screener.in FII scan,1866.0
1203,1689,Mahanagar Telephone Nigam Limited,MTNL,,MTNL.NS,https://www.screener.in/company/MTNL/consolidated/,2026-07-16,Saved Screener.in FII scan,1860.0
1204,2136,Studds Accessories Limited,STUDDS,,STUDDS.NS,https://www.screener.in/company/STUDDS/consolidated/,2026-07-16,Saved Screener.in FII scan,1856.0
1205,1346,Hester Biosciences Limited,HESTERBIO,,HESTERBIO.NS,https://www.screener.in/company/HESTERBIO/consolidated/,2026-07-16,Saved Screener.in FII scan,1851.0
1206,1449,Jay Bharat Maruti Limited,JAYBARMARU,,JAYBARMARU.NS,https://www.screener.in/company/JAYBARMARU/consolidated/,2026-07-16,Saved Screener.in FII scan,1851.0
1207,1134,D-Link (India) Limited,DLINKINDIA,,DLINKINDIA.NS,https://www.screener.in/company/DLINKINDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,1843.0
1208,2672,M.V.K. Agro Food Product Limited,MVKAGRO,,MVKAGRO.NS,https://www.screener.in/company/MVKAGRO/consolidated/,2026-07-16,Saved Screener.in FII scan,1841.0
1209,1536,Krishna Defence And Allied Industries Limited,KRISHNADEF,,KRISHNADEF.NS,https://www.screener.in/company/KRISHNADEF/consolidated/,2026-07-16,Saved Screener.in FII scan,1831.0
1210,1924,Rico Auto Industries Limited,RICOAUTO,,RICOAUTO.NS,https://www.screener.in/company/RICOAUTO/consolidated/,2026-07-16,Saved Screener.in FII scan,1831.0
1211,1360,Hi-Tech Pipes Limited,HITECH,,HITECH.NS,https://www.screener.in/company/HITECH/consolidated/,2026-07-16,Saved Screener.in FII scan,1814.0
1212,1559,La Opala RG Limited,LAOPALA,,LAOPALA.NS,https://www.screener.in/company/LAOPALA/consolidated/,2026-09-23,Yahoo Finance,1809.97
1213,1557,Landmark Cars Limited,LANDMARK,,LANDMARK.NS,https://www.screener.in/company/LANDMARK/consolidated/,2026-07-16,Saved Screener.in FII scan,1809.0
1214,2349,Windlas Biotech Limited,WINDLAS,,WINDLAS.NS,https://www.screener.in/company/WINDLAS/consolidated/,2026-07-16,Saved Screener.in FII scan,1797.0
1215,1541,Kross Limited,KROSS,,KROSS.NS,https://www.screener.in/company/KROSS/consolidated/,2026-09-23,Yahoo Finance,1796.97
