Market Cap Rank,S.No.,Name,Ticker,Industry,YFinance Ticker,Screener URL,Market Cap As Of,Market Cap Source,Market Cap Cr
319,1303,Grindwell Norton Limited,GRINDWELL,,GRINDWELL.NS,https://www.screener.in/company/GRINDWELL/consolidated/,2026-07-16,Saved Screener.in FII scan,24199.0
320,476,Tata Elxsi Ltd.,TATAELXSI,Information Technology,TATAELXSI.NS,https://www.screener.in/company/TATAELXSI/consolidated/,2026-07-16,Saved Screener.in FII scan,24118.0
321,484,Tenneco Clean Air India Ltd.,TENNIND,Automobile and Auto Components,TENNIND.NS,https://www.screener.in/company/TENNIND/consolidated/,2026-07-16,Saved Screener.in FII scan,23960.0
322,636,MTAR Technologies Ltd.,MTARTECH,Capital Goods,MTARTECH.NS,https://www.screener.in/company/MTARTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,23808.0
323,306,CreditAccess Grameen Ltd.,CREDITACC,Financial Services,CREDITACC.NS,https://www.screener.in/company/CREDITACC/consolidated/,2026-07-16,Saved Screener.in FII scan,23799.0
324,423,Neuland Laboratories Ltd.,NEULANDLAB,Healthcare,NEULANDLAB.NS,https://www.screener.in/company/NEULANDLAB/consolidated/,2026-07-16,Saved Screener.in FII scan,23647.0
325,237,AWL Agri Business Ltd.,AWL,Fast Moving Consumer Goods,AWL.NS,https://www.screener.in/company/AWL/consolidated/,2026-07-16,Saved Screener.in FII scan,23602.0
326,337,Force Motors Ltd.,FORCEMOT,Automobile and Auto Components,FORCEMOT.NS,https://www.screener.in/company/FORCEMOT/consolidated/,2026-07-16,Saved Screener.in FII scan,23580.0
327,328,Emmvee Photovoltaic Power Ltd.,EMMVEE,Capital Goods,EMMVEE.NS,https://www.screener.in/company/EMMVEE/consolidated/,2026-07-16,Saved Screener.in FII scan,23526.0
328,373,Indraprastha Gas Ltd.,IGL,Oil Gas & Consumable Fuels,IGL.NS,https://www.screener.in/company/IGL/consolidated/,2026-07-16,Saved Screener.in FII scan,23408.0
329,669,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,Fast Moving Consumer Goods,PGHH.NS,https://www.screener.in/company/PGHH/consolidated/,2026-09-23,Yahoo Finance,23350.63
330,414,Motherson Sumi Wiring India Ltd.,MSUMI,Automobile and Auto Components,MSUMI.NS,https://www.screener.in/company/MSUMI/consolidated/,2026-09-23,Yahoo Finance,23197.55
331,396,Kalpataru Projects International Ltd.,KPIL,Construction,KPIL.NS,https://www.screener.in/company/KPIL/consolidated/,2026-07-16,Saved Screener.in FII scan,23131.0
332,690,Rubicon Research Ltd.,RUBICON,Healthcare,RUBICON.NS,https://www.screener.in/company/RUBICON/consolidated/,2026-07-16,Saved Screener.in FII scan,23129.0
333,341,Gillette India Ltd.,GILLETTE,Fast Moving Consumer Goods,GILLETTE.NS,https://www.screener.in/company/GILLETTE/consolidated/,2026-09-23,Yahoo Finance,23115.95
334,238,Aadhar Housing Finance Ltd.,AADHARHFC,Financial Services,AADHARHFC.NS,https://www.screener.in/company/AADHARHFC/consolidated/,2026-07-16,Saved Screener.in FII scan,22652.0
335,344,Go Digit General Insurance Ltd.,GODIGIT,Financial Services,GODIGIT.NS,https://www.screener.in/company/GODIGIT/consolidated/,2026-09-23,Yahoo Finance,22650.23
336,288,Carborundum Universal Ltd.,CARBORUNIV,Capital Goods,CARBORUNIV.NS,https://www.screener.in/company/CARBORUNIV/consolidated/,2026-07-16,Saved Screener.in FII scan,22542.0
337,440,Piramal Pharma Ltd.,PPLPHARMA,Healthcare,PPLPHARMA.NS,https://www.screener.in/company/PPLPHARMA/consolidated/,2026-07-16,Saved Screener.in FII scan,22367.0
338,300,City Union Bank Ltd.,CUB,Financial Services,CUB.NS,https://www.screener.in/company/CUB/consolidated/,2026-09-23,Yahoo Finance,22326.4
339,355,HBL Engineering Ltd.,HBLENGINE,Capital Goods,HBLENGINE.NS,https://www.screener.in/company/HBLENGINE/consolidated/,2026-07-16,Saved Screener.in FII scan,22217.0
340,282,CESC Ltd.,CESC,Power,CESC.NS,https://www.screener.in/company/CESC/consolidated/,2026-07-16,Saved Screener.in FII scan,22197.0
341,292,Cemindia Projects Ltd.,CEMPRO,Construction,CEMPRO.NS,https://www.screener.in/company/CEMPRO/consolidated/,2026-07-16,Saved Screener.in FII scan,22126.0
342,486,The Ramco Cements Ltd.,RAMCOCEM,Construction Materials,RAMCOCEM.NS,https://www.screener.in/company/RAMCOCEM/consolidated/,2026-07-16,Saved Screener.in FII scan,22020.0
343,492,Triveni Turbine Ltd.,TRITURBINE,Capital Goods,TRITURBINE.NS,https://www.screener.in/company/TRITURBINE/consolidated/,2026-07-16,Saved Screener.in FII scan,21994.0
344,287,Capri Global Capital Ltd.,CGCL,Financial Services,CGCL.NS,https://www.screener.in/company/CGCL/consolidated/,2026-07-16,Saved Screener.in FII scan,21908.0
345,262,Asahi India Glass Ltd.,ASAHIINDIA,Automobile and Auto Components,ASAHIINDIA.NS,https://www.screener.in/company/ASAHIINDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,21818.0
346,450,Redington Ltd.,REDINGTON,Services,REDINGTON.NS,https://www.screener.in/company/REDINGTON/consolidated/,2026-07-16,Saved Screener.in FII scan,21647.0
347,364,IIFL Finance Ltd.,IIFL,Financial Services,IIFL.NS,https://www.screener.in/company/IIFL/consolidated/,2026-07-16,Saved Screener.in FII scan,21487.0
348,272,Belrise Industries Ltd.,BELRISE,Automobile and Auto Components,BELRISE.NS,https://www.screener.in/company/BELRISE/consolidated/,2026-07-16,Saved Screener.in FII scan,21268.0
349,1509,KIOCL Limited,KIOCL,,KIOCL.NS,https://www.screener.in/company/KIOCL/consolidated/,2026-09-23,Yahoo Finance,21231.78
350,314,Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,DEEPAKNTR.NS,https://www.screener.in/company/DEEPAKNTR/consolidated/,2026-07-16,Saved Screener.in FII scan,21225.0
351,468,Sumitomo Chemical India Ltd.,SUMICHEM,Chemicals,SUMICHEM.NS,https://www.screener.in/company/SUMICHEM/consolidated/,2026-07-16,Saved Screener.in FII scan,21114.0
352,398,Kaynes Technology India Ltd.,KAYNES,Capital Goods,KAYNES.NS,https://www.screener.in/company/KAYNES/consolidated/,2026-07-16,Saved Screener.in FII scan,21087.0
353,351,Great Eastern Shipping Co. Ltd.,GESHIP,Services,GESHIP.NS,https://www.screener.in/company/GESHIP/consolidated/,2026-07-16,Saved Screener.in FII scan,21068.0
354,593,Hatsun Agro Product Ltd.,HATSUN,Fast Moving Consumer Goods,HATSUN.NS,https://www.screener.in/company/HATSUN/consolidated/,2026-07-16,Saved Screener.in FII scan,20544.0
355,428,Ola Electric Mobility Ltd.,OLAELEC,Automobile and Auto Components,OLAELEC.NS,https://www.screener.in/company/OLAELEC/consolidated/,2026-07-16,Saved Screener.in FII scan,20476.0
356,495,Urban Company Ltd.,URBANCO,Consumer Services,URBANCO.NS,https://www.screener.in/company/URBANCO/consolidated/,2026-07-16,Saved Screener.in FII scan,20419.0
357,363,IFCI Ltd.,IFCI,Financial Services,IFCI.NS,https://www.screener.in/company/IFCI/consolidated/,2026-07-16,Saved Screener.in FII scan,20409.0
358,437,Pfizer Ltd.,PFIZER,Healthcare,PFIZER.NS,https://www.screener.in/company/PFIZER/consolidated/,2026-07-16,Saved Screener.in FII scan,20274.0
359,469,Sun TV Network Ltd.,SUNTV,Media Entertainment & Publication,SUNTV.NS,https://www.screener.in/company/SUNTV/consolidated/,2026-07-16,Saved Screener.in FII scan,20270.0
360,323,EIH Ltd.,EIHOTEL,Consumer Services,EIHOTEL.NS,https://www.screener.in/company/EIHOTEL/consolidated/,2026-07-16,Saved Screener.in FII scan,20105.0
361,697,Sansera Engineering Ltd.,SANSERA,Automobile and Auto Components,SANSERA.NS,https://www.screener.in/company/SANSERA/consolidated/,2026-07-16,Saved Screener.in FII scan,20044.0
362,251,Affle 3i Ltd.,AFFLE,Information Technology,AFFLE.NS,https://www.screener.in/company/AFFLE/consolidated/,2026-07-16,Saved Screener.in FII scan,20006.0
363,286,Caplin Point Laboratories Ltd.,CAPLIPOINT,Healthcare,CAPLIPOINT.NS,https://www.screener.in/company/CAPLIPOINT/consolidated/,2026-07-16,Saved Screener.in FII scan,19988.0
364,456,Sammaan Capital Ltd.,SAMMAANCAP,Financial Services,SAMMAANCAP.NS,https://www.screener.in/company/SAMMAANCAP/consolidated/,2026-07-16,Saved Screener.in FII scan,19979.0
365,331,Eris Lifesciences Ltd.,ERIS,Healthcare,ERIS.NS,https://www.screener.in/company/ERIS/consolidated/,2026-07-16,Saved Screener.in FII scan,19913.0
366,348,Granules India Ltd.,GRANULES,Healthcare,GRANULES.NS,https://www.screener.in/company/GRANULES/consolidated/,2026-07-16,Saved Screener.in FII scan,19873.0
367,719,Sundram Fasteners Ltd.,SUNDRMFAST,Automobile and Auto Components,SUNDRMFAST.NS,https://www.screener.in/company/SUNDRMFAST/consolidated/,2026-07-16,Saved Screener.in FII scan,19793.0
368,303,Computer Age Management Services Ltd.,CAMS,Financial Services,CAMS.NS,https://www.screener.in/company/CAMS/consolidated/,2026-07-16,Saved Screener.in FII scan,19696.0
369,313,Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT,Chemicals,DEEPAKFERT.NS,https://www.screener.in/company/DEEPAKFERT/consolidated/,2026-07-16,Saved Screener.in FII scan,19607.0
370,265,Atul Ltd.,ATUL,Chemicals,ATUL.NS,https://www.screener.in/company/ATUL/consolidated/,2026-07-16,Saved Screener.in FII scan,19252.0
371,724,TD Power Systems Ltd.,TDPOWERSYS,Capital Goods,TDPOWERSYS.NS,https://www.screener.in/company/TDPOWERSYS/consolidated/,2026-07-16,Saved Screener.in FII scan,19239.0
372,395,Kajaria Ceramics Ltd.,KAJARIACER,Consumer Durables,KAJARIACER.NS,https://www.screener.in/company/KAJARIACER/consolidated/,2026-07-16,Saved Screener.in FII scan,19205.0
373,325,Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods,ELGIEQUIP.NS,https://www.screener.in/company/ELGIEQUIP/consolidated/,2026-07-16,Saved Screener.in FII scan,19127.0
374,290,Castrol India Ltd.,CASTROLIND,Oil Gas & Consumable Fuels,CASTROLIND.NS,https://www.screener.in/company/CASTROLIND/consolidated/,2026-09-23,Yahoo Finance,19112.81
375,394,KPIT Technologies Ltd.,KPITTECH,Information Technology,KPITTECH.NS,https://www.screener.in/company/KPITTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,18828.0
376,296,Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT,Chemicals,CHAMBLFERT.NS,https://www.screener.in/company/CHAMBLFERT/consolidated/,2026-07-16,Saved Screener.in FII scan,18799.0
377,430,Onesource Specialty Pharma Ltd.,ONESOURCE,Healthcare,ONESOURCE.NS,https://www.screener.in/company/ONESOURCE/consolidated/,2026-07-16,Saved Screener.in FII scan,18755.0
378,271,Bayer Cropscience Ltd.,BAYERCROP,Chemicals,BAYERCROP.NS,https://www.screener.in/company/BAYERCROP/consolidated/,2026-07-16,Saved Screener.in FII scan,18684.0
379,253,Allied Blenders and Distillers Ltd.,ABDL,Fast Moving Consumer Goods,ABDL.NS,https://www.screener.in/company/ABDL/consolidated/,2026-07-16,Saved Screener.in FII scan,18601.0
380,257,Anant Raj Ltd.,ANANTRAJ,Realty,ANANTRAJ.NS,https://www.screener.in/company/ANANTRAJ/consolidated/,2026-07-16,Saved Screener.in FII scan,18534.0
381,497,Vardhman Textiles Ltd.,VTL,Textiles,VTL.NS,https://www.screener.in/company/VTL/consolidated/,2026-07-16,Saved Screener.in FII scan,18525.0
382,454,Sagility Ltd.,SAGILITY,Information Technology,SAGILITY.NS,https://www.screener.in/company/SAGILITY/consolidated/,2026-07-16,Saved Screener.in FII scan,18524.0
383,475,Tata Chemicals Ltd.,TATACHEM,Chemicals,TATACHEM.NS,https://www.screener.in/company/TATACHEM/consolidated/,2026-07-16,Saved Screener.in FII scan,18470.0
384,705,Shriram Pistons & Rings Ltd.,SHRIPISTON,Automobile and Auto Components,SHRIPISTON.NS,https://www.screener.in/company/SHRIPISTON/consolidated/,2026-07-16,Saved Screener.in FII scan,18455.0
385,352,Gujarat Mineral Development Corporation Ltd.,GMDCLTD,Metals & Mining,GMDCLTD.NS,https://www.screener.in/company/GMDCLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,18423.0
386,382,JSW Cement Ltd.,JSWCEMENT,Construction Materials,JSWCEMENT.NS,https://www.screener.in/company/JSWCEMENT/consolidated/,2026-07-16,Saved Screener.in FII scan,18371.0
387,507,Zydus Wellness Ltd.,ZYDUSWELL,Fast Moving Consumer Goods,ZYDUSWELL.NS,https://www.screener.in/company/ZYDUSWELL/consolidated/,2026-07-16,Saved Screener.in FII scan,18307.0
388,439,Pine Labs Ltd.,PINELABS,Financial Services,PINELABS.NS,https://www.screener.in/company/PINELABS/consolidated/,2026-07-16,Saved Screener.in FII scan,18289.0
389,517,Aether Industries Ltd.,AETHER,Chemicals,AETHER.NS,https://www.screener.in/company/AETHER/consolidated/,2026-07-16,Saved Screener.in FII scan,18056.0
390,334,Finolex Cables Ltd.,FINCABLES,Capital Goods,FINCABLES.NS,https://www.screener.in/company/FINCABLES/consolidated/,2026-07-16,Saved Screener.in FII scan,18032.0
391,338,Gabriel India Ltd.,GABRIEL,Automobile and Auto Components,GABRIEL.NS,https://www.screener.in/company/GABRIEL/consolidated/,2026-07-16,Saved Screener.in FII scan,17984.0
392,458,Sarda Energy and Minerals Ltd.,SARDAEN,Metals & Mining,SARDAEN.NS,https://www.screener.in/company/SARDAEN/consolidated/,2026-07-16,Saved Screener.in FII scan,17950.0
393,295,Chalet Hotels Ltd.,CHALET,Consumer Services,CHALET.NS,https://www.screener.in/company/CHALET/consolidated/,2026-07-16,Saved Screener.in FII scan,17833.0
394,472,Syngene International Ltd.,SYNGENE,Healthcare,SYNGENE.NS,https://www.screener.in/company/SYNGENE/consolidated/,2026-07-16,Saved Screener.in FII scan,17824.0
395,767,Ratnamani Metals & Tubes Ltd.,RATNAMANI,Capital Goods,RATNAMANI.NS,https://www.screener.in/company/RATNAMANI/consolidated/,2026-07-16,Saved Screener.in FII scan,17772.0
396,548,CIE Automotive India Ltd.,CIEINDIA,Automobile and Auto Components,CIEINDIA.NS,https://www.screener.in/company/CIEINDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,17739.0
397,1055,Central Mine Planning & Design Institute Limited,CMPDI,,CMPDI.NS,https://www.screener.in/company/CMPDI/consolidated/,2026-07-16,Saved Screener.in FII scan,17686.0
398,307,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Consumer Durables,CROMPTON.NS,https://www.screener.in/company/CROMPTON/consolidated/,2026-07-16,Saved Screener.in FII scan,17659.0
399,600,INOX India Ltd.,INOXINDIA,Capital Goods,INOXINDIA.NS,https://www.screener.in/company/INOXINDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,17659.0
400,392,Jyoti CNC Automation Ltd.,JYOTICNC,Capital Goods,JYOTICNC.NS,https://www.screener.in/company/JYOTICNC/consolidated/,2026-07-16,Saved Screener.in FII scan,17616.0
401,326,Emami Ltd.,EMAMILTD,Fast Moving Consumer Goods,EMAMILTD.NS,https://www.screener.in/company/EMAMILTD/consolidated/,2026-07-16,Saved Screener.in FII scan,17578.0
402,302,Cohance Lifesciences Ltd.,COHANCE,Healthcare,COHANCE.NS,https://www.screener.in/company/COHANCE/consolidated/,2026-07-16,Saved Screener.in FII scan,17388.0
403,345,Godawari Power & Ispat Ltd.,GPIL,Capital Goods,GPIL.NS,https://www.screener.in/company/GPIL/consolidated/,2026-07-16,Saved Screener.in FII scan,17309.0
404,297,Chennai Petroleum Corporation Ltd.,CHENNPETRO,Oil Gas & Consumable Fuels,CHENNPETRO.NS,https://www.screener.in/company/CHENNPETRO/consolidated/,2026-07-16,Saved Screener.in FII scan,17274.0
405,666,Prime Focus Ltd.,PFOCUS,Media Entertainment & Publication,PFOCUS.NS,https://www.screener.in/company/PFOCUS/consolidated/,2026-07-16,Saved Screener.in FII scan,17195.0
406,490,Travel Food Services Ltd.,TRAVELFOOD,Consumer Services,TRAVELFOOD.NS,https://www.screener.in/company/TRAVELFOOD/consolidated/,2026-07-16,Saved Screener.in FII scan,17185.0
407,441,Poly Medicure Ltd.,POLYMED,Healthcare,POLYMED.NS,https://www.screener.in/company/POLYMED/consolidated/,2026-07-16,Saved Screener.in FII scan,17168.0
408,420,Nava Ltd.,NAVA,Power,NAVA.NS,https://www.screener.in/company/NAVA/consolidated/,2026-07-16,Saved Screener.in FII scan,17089.0
409,386,Jammu & Kashmir Bank Ltd.,J&KBANK,Financial Services,J&KBANK.NS,https://www.screener.in/company/J&KBANK/consolidated/,2026-07-16,Saved Screener.in FII scan,16991.0
410,1576,LMW Limited,LMW,,LMW.NS,https://www.screener.in/company/LMW/consolidated/,2026-07-16,Saved Screener.in FII scan,16961.0
411,298,Choice International Ltd.,CHOICEIN,Financial Services,CHOICEIN.NS,https://www.screener.in/company/CHOICEIN/consolidated/,2026-07-16,Saved Screener.in FII scan,16868.0
412,387,Jindal Saw Ltd.,JINDALSAW,Capital Goods,JINDALSAW.NS,https://www.screener.in/company/JINDALSAW/consolidated/,2026-07-16,Saved Screener.in FII scan,16835.0
413,339,Gallantt Ispat Ltd.,GALLANTT,Capital Goods,GALLANTT.NS,https://www.screener.in/company/GALLANTT/consolidated/,2026-07-16,Saved Screener.in FII scan,16791.0
414,544,Black Box Ltd.,BBOX,Information Technology,BBOX.NS,https://www.screener.in/company/BBOX/consolidated/,2026-07-16,Saved Screener.in FII scan,16766.0
415,531,AstraZenca Pharma India Ltd.,ASTRAZEN,Healthcare,ASTRAZEN.NS,https://www.screener.in/company/ASTRAZEN/consolidated/,2026-09-23,Yahoo Finance,16765.0
416,530,Astra Microwave Products Ltd.,ASTRAMICRO,Capital Goods,ASTRAMICRO.NS,https://www.screener.in/company/ASTRAMICRO/consolidated/,2026-07-16,Saved Screener.in FII scan,16702.0
417,623,KSB Ltd.,KSB,Capital Goods,KSB.NS,https://www.screener.in/company/KSB/consolidated/,2026-07-16,Saved Screener.in FII scan,16656.0
418,239,Aarti Industries Ltd.,AARTIIND,Chemicals,AARTIIND.NS,https://www.screener.in/company/AARTIIND/consolidated/,2026-07-16,Saved Screener.in FII scan,16651.0
419,415,NATCO Pharma Ltd.,NATCOPHARM,Healthcare,NATCOPHARM.NS,https://www.screener.in/company/NATCOPHARM/consolidated/,2026-07-16,Saved Screener.in FII scan,16566.0
420,624,Kansai Nerolac Paints Ltd.,KANSAINER,Consumer Durables,KANSAINER.NS,https://www.screener.in/company/KANSAINER/consolidated/,2026-07-16,Saved Screener.in FII scan,16534.0
421,731,Thangamayil Jewellery Ltd.,THANGAMAYL,Consumer Durables,THANGAMAYL.NS,https://www.screener.in/company/THANGAMAYL/consolidated/,2026-09-23,Yahoo Finance,16526.31
422,413,Minda Corporation Ltd.,MINDACORP,Automobile and Auto Components,MINDACORP.NS,https://www.screener.in/company/MINDACORP/consolidated/,2026-07-16,Saved Screener.in FII scan,16508.0
423,1217,Fine Organic Industries Limited,FINEORG,,FINEORG.NS,https://www.screener.in/company/FINEORG/consolidated/,2026-07-16,Saved Screener.in FII scan,16464.0
424,555,Century Plyboards (India) Ltd.,CENTURYPLY,Consumer Durables,CENTURYPLY.NS,https://www.screener.in/company/CENTURYPLY/consolidated/,2026-07-16,Saved Screener.in FII scan,16447.0
425,627,Kirloskar Brothers Ltd.,KIRLOSBROS,Capital Goods,KIRLOSBROS.NS,https://www.screener.in/company/KIRLOSBROS/consolidated/,2026-07-16,Saved Screener.in FII scan,16435.0
426,379,JBM Auto Ltd.,JBMA,Automobile and Auto Components,JBMA.NS,https://www.screener.in/company/JBMA/consolidated/,2026-07-16,Saved Screener.in FII scan,16406.0
427,335,Firstsource Solutions Ltd.,FSL,Services,FSL.NS,https://www.screener.in/company/FSL/consolidated/,2026-07-16,Saved Screener.in FII scan,16311.0
428,279,Brigade Enterprises Ltd.,BRIGADE,Realty,BRIGADE.NS,https://www.screener.in/company/BRIGADE/consolidated/,2026-07-16,Saved Screener.in FII scan,16282.0
429,273,Bikaji Foods International Ltd.,BIKAJI,Fast Moving Consumer Goods,BIKAJI.NS,https://www.screener.in/company/BIKAJI/consolidated/,2026-07-16,Saved Screener.in FII scan,16241.0
430,520,Alembic Pharmaceuticals Ltd.,APLLTD,Healthcare,APLLTD.NS,https://www.screener.in/company/APLLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,16059.0
431,407,Leela Palaces Hotels & Resorts Ltd.,THELEELA,Consumer Services,THELEELA.NS,https://www.screener.in/company/THELEELA/consolidated/,2026-07-16,Saved Screener.in FII scan,16018.0
432,505,Zen Technologies Ltd.,ZENTEC,Capital Goods,ZENTEC.NS,https://www.screener.in/company/ZENTEC/consolidated/,2026-07-16,Saved Screener.in FII scan,16003.0
433,1052,Clean Max Enviro Energy Solutions Limited,CLEANMAX,,CLEANMAX.NS,https://www.screener.in/company/CLEANMAX/consolidated/,2026-07-16,Saved Screener.in FII scan,15942.0
434,309,DCM Shriram Ltd.,DCMSHRIRAM,Diversified,DCMSHRIRAM.NS,https://www.screener.in/company/DCMSHRIRAM/consolidated/,2026-07-16,Saved Screener.in FII scan,15926.0
435,281,CCL Products (I) Ltd.,CCL,Fast Moving Consumer Goods,CCL.NS,https://www.screener.in/company/CCL/consolidated/,2026-07-16,Saved Screener.in FII scan,15890.0
436,516,Aequs Ltd.,AEQUS,Capital Goods,AEQUS.NS,https://www.screener.in/company/AEQUS/consolidated/,2026-07-16,Saved Screener.in FII scan,15855.0
437,524,Apollo Micro Systems Ltd.,APOLLO,Capital Goods,APOLLO.NS,https://www.screener.in/company/APOLLO/consolidated/,2026-07-16,Saved Screener.in FII scan,15700.0
438,1873,Punjab & Sind Bank,PSB,,PSB.NS,https://www.screener.in/company/PSB/consolidated/,2026-09-23,Yahoo Finance,15681.24
439,952,BASF India Limited,BASF,,BASF.NS,https://www.screener.in/company/BASF/consolidated/,2026-07-16,Saved Screener.in FII scan,15659.0
440,374,Inox Wind Ltd.,INOXWIND,Capital Goods,INOXWIND.NS,https://www.screener.in/company/INOXWIND/consolidated/,2026-07-16,Saved Screener.in FII scan,15547.0
441,581,Garware Hi-Tech Films Ltd.,GRWRHITECH,Capital Goods,GRWRHITECH.NS,https://www.screener.in/company/GRWRHITECH/consolidated/,2026-07-16,Saved Screener.in FII scan,15508.0
442,500,Welspun Living Ltd.,WELSPUNLIV,Textiles,WELSPUNLIV.NS,https://www.screener.in/company/WELSPUNLIV/consolidated/,2026-07-16,Saved Screener.in FII scan,15476.0
443,474,TBO Tek Ltd.,TBOTEK,Consumer Services,TBOTEK.NS,https://www.screener.in/company/TBOTEK/consolidated/,2026-07-16,Saved Screener.in FII scan,15467.0
444,254,Amara Raja Energy & Mobility Ltd.,ARE&M,Automobile and Auto Components,ARE&M.NS,https://www.screener.in/company/ARE&M/consolidated/,2026-07-16,Saved Screener.in FII scan,15415.0
445,390,Jubilant Pharmova Ltd.,JUBLPHARMA,Healthcare,JUBLPHARMA.NS,https://www.screener.in/company/JUBLPHARMA/consolidated/,2026-07-16,Saved Screener.in FII scan,15325.0
446,1229,Fractal Analytics Limited,FRACTAL,,FRACTAL.NS,https://www.screener.in/company/FRACTAL/consolidated/,2026-07-16,Saved Screener.in FII scan,15321.0
447,400,Kfin Technologies Ltd.,KFINTECH,Financial Services,KFINTECH.NS,https://www.screener.in/company/KFINTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,15321.0
448,527,Arvind Ltd.,ARVIND,Textiles,ARVIND.NS,https://www.screener.in/company/ARVIND/consolidated/,2026-07-16,Saved Screener.in FII scan,15271.0
449,432,PG Electroplast Ltd.,PGEL,Consumer Durables,PGEL.NS,https://www.screener.in/company/PGEL/consolidated/,2026-07-16,Saved Screener.in FII scan,15245.0
450,376,International Gemmological Institute (India) Ltd.,IGIL,Services,IGIL.NS,https://www.screener.in/company/IGIL/consolidated/,2026-07-16,Saved Screener.in FII scan,15177.0
451,637,Maharashtra Scooters Ltd.,MAHSCOOTER,Financial Services,MAHSCOOTER.NS,https://www.screener.in/company/MAHSCOOTER/consolidated/,2026-09-23,Yahoo Finance,15164.57
452,562,Dr. Agarwal's Health Care Ltd.,AGARWALEYE,Healthcare,AGARWALEYE.NS,https://www.screener.in/company/AGARWALEYE/consolidated/,2026-07-16,Saved Screener.in FII scan,15152.0
453,496,Usha Martin Ltd.,USHAMART,Capital Goods,USHAMART.NS,https://www.screener.in/company/USHAMART/consolidated/,2026-07-16,Saved Screener.in FII scan,15143.0
454,353,Gujarat State Petronet Ltd.,GSPL,Oil Gas & Consumable Fuels,GSPL.NS,https://www.screener.in/company/GSPL/consolidated/,2026-07-16,Saved Screener.in FII scan,15141.0
455,336,Five-Star Business Finance Ltd.,FIVESTAR,Financial Services,FIVESTAR.NS,https://www.screener.in/company/FIVESTAR/consolidated/,2026-07-16,Saved Screener.in FII scan,14973.0
456,464,Sobha Ltd.,SOBHA,Realty,SOBHA.NS,https://www.screener.in/company/SOBHA/consolidated/,2026-07-16,Saved Screener.in FII scan,14853.0
457,425,Niva Bupa Health Insurance Company Ltd.,NIVABUPA,Financial Services,NIVABUPA.NS,https://www.screener.in/company/NIVABUPA/consolidated/,2026-09-23,Yahoo Finance,14839.7
458,245,Aditya Birla Real Estate Ltd.,ABREL,Realty,ABREL.NS,https://www.screener.in/company/ABREL/consolidated/,2026-07-16,Saved Screener.in FII scan,14795.0
459,383,JSW Dulux Ltd.,JSWDULUX,Consumer Durables,JSWDULUX.NS,https://www.screener.in/company/JSWDULUX/consolidated/,2026-07-16,Saved Screener.in FII scan,14791.0
460,2292,Ventive Hospitality Limited,VENTIVE,,VENTIVE.NS,https://www.screener.in/company/VENTIVE/consolidated/,2026-07-16,Saved Screener.in FII scan,14713.0
461,266,BEML Ltd.,BEML,Capital Goods,BEML.NS,https://www.screener.in/company/BEML/consolidated/,2026-07-16,Saved Screener.in FII scan,14604.0
462,728,Tamilnad Mercantile Bank Ltd.,TMB,Financial Services,TMB.NS,https://www.screener.in/company/TMB/consolidated/,2026-09-23,Yahoo Finance,14590.5
463,1329,Happy Forgings Limited,HAPPYFORGE,,HAPPYFORGE.NS,https://www.screener.in/company/HAPPYFORGE/consolidated/,2026-07-16,Saved Screener.in FII scan,14551.0
464,259,Anupam Rasayan India Ltd.,ANURAS,Chemicals,ANURAS.NS,https://www.screener.in/company/ANURAS/consolidated/,2026-07-16,Saved Screener.in FII scan,14495.0
465,360,Honasa Consumer Ltd.,HONASA,Fast Moving Consumer Goods,HONASA.NS,https://www.screener.in/company/HONASA/consolidated/,2026-07-16,Saved Screener.in FII scan,14454.0
466,448,Rainbow Childrens Medicare Ltd.,RAINBOW,Healthcare,RAINBOW.NS,https://www.screener.in/company/RAINBOW/consolidated/,2026-07-16,Saved Screener.in FII scan,14442.0
467,668,Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals,PRIVISCL.NS,https://www.screener.in/company/PRIVISCL/consolidated/,2026-07-16,Saved Screener.in FII scan,14382.0
468,285,Canara HSBC Life Insurance Company Ltd.,CANHLIFE,Financial Services,CANHLIFE.NS,https://www.screener.in/company/CANHLIFE/consolidated/,2026-09-23,Yahoo Finance,14366.71
469,691,SKF India (Industrial) Ltd.,SKFINDUS,Capital Goods,SKFINDUS.NS,https://www.screener.in/company/SKFINDUS/consolidated/,2026-09-23,Yahoo Finance,14267.3
470,461,Shipping Corporation of India Ltd.,SCI,Services,SCI.NS,https://www.screener.in/company/SCI/consolidated/,2026-07-16,Saved Screener.in FII scan,14186.0
