S.No.,Name,Ticker,Industry
1592,Madras Fertilizers Limited,MADRASFERT,
1593,Mafatlal Industries Limited,MAFATIND,
1594,Magadh Sugar & Energy Limited,MAGADSUGAR,
1595,Magnum Ventures Limited,MAGNUM,
1596,Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,
1597,Mahamaya Steel Industries Limited,MAHASTEEL,
1598,Mahindra EPC Irrigation Limited,MAHEPC,
1599,Maheshwari Logistics Limited,MAHESHWARI,
1600,Mahindra Lifespace Developers Limited,MAHLIFE,
1601,Mahindra Logistics Limited,MAHLOG,
1602,Maithan Alloys Limited,MAITHANALL,
1603,Majestic Auto Limited,MAJESAUT,
1604,Mallcom (India) Limited,MALLCOM,
1605,Malu Paper Mills Limited,MALUPAPER,
1606,Mamata Machinery Limited,MAMATA,
1607,Manaksia Aluminium Company Limited,MANAKALUCO,
1608,Manaksia Coated Metals & Industries Limited,MANAKCOAT,
1609,Manaksia Limited,MANAKSIA,
1610,Manaksia Steels Limited,MANAKSTEEL,
1611,Manali Petrochemicals Limited,MANALIPETC,
1612,Manba Finance Limited,MANBA,
1613,Mangal Credit and Fincorp Limited,MANCREDIT,
1614,Mangalam Drugs And Organics Limited,MANGALAM,
1615,Mangalam Cement Limited,MANGLMCEM,
1616,Man Industries (India) Limited,MANINDS,
1617,Man Infraconstruction Limited,MANINFRA,
1618,Manomay Tex India Limited,MANOMAY,
1619,Mangalam Organics Limited,MANORG,
1620,Manugraph India Limited,MANUGRAPH,
1621,Maral Overseas Limited,MARALOVER,
1622,Marathon Nextgen Realty Limited,MARATHON,
1623,Marine Electricals (India) Limited,MARINE,
1624,Markolines Pavement Technologies Limited,MARKOLINES,
1625,Marsons Limited,MARSONS,
1626,MAS Financial Services Limited,MASFIN,
1627,Mask Investments Limited,MASKINVEST,
1628,Master Trust Limited,MASTERTR,
1629,Matrimony.Com Limited,MATRIMONY,
1630,Mawana Sugars Limited,MAWANASUG,
1631,Max Estates Limited,MAXESTATES,
1632,Max India Limited,MAXIND,
1633,Mayur Uniquoters Ltd,MAYURUNIQ,
1634,Mazda Limited,MAZDA,
1635,Madhya Bharat Agro Products Limited,MBAPL,
1636,M & B Engineering Limited,MBEL,
1637,MBL Infrastructure Limited,MBLINFRA,
1638,Mac Charles India Limited,MCCHRLS-B,
1639,Madhav Copper Limited,MCL,
1640,Mcleod Russel India Limited,MCLEODRUSS,
1641,Magellanic Cloud Limited,MCLOUD,
1642,Medi Assist Healthcare Services Limited,MEDIASSIST,
1643,Medicamen Biotech Limited,MEDICAMEQ,
1644,Medico Remedies Limited,MEDICO,
1645,Megastar Foods Limited,MEGASTAR,
1646,Mangal Electrical Industries Limited,MEIL,
1647,Menon Pistons Limited,MENNPIS,
1648,Menon Bearings Limited,MENONBE,
1649,MEP Infrastructure Developers Limited,MEP,
1650,Mercantile Ventures Limited,MERCANTILE,
1651,Metroglobal Limited,METROGLOBL,
1652,Mahalaxmi Fabric Mills Limited,MFML,
1653,Mangalam Global Enterprise Limited,MGEL,
1654,Mahalaxmi Rubtech Limited,MHLXMIRU,
1655,Mahindra Holidays & Resorts India Limited,MHRIL,
1656,MIC Electronics Limited,MICEL,
1657,Midwest Limited,MIDWESTLTD,
1658,Mindteck (India) Limited,MINDTECK,
1659,MIRC Electronics Limited,MIRCELECTR,
1660,Mirza International Limited,MIRZAINT,
1661,MITCON Consultancy & Engineering Services Limited,MITCON,
1662,Mittal Life Style Limited,MITTAL,
1663,M K Proteins Limited,MKPL,
1664,MM Forgings Limited,MMFL,
1665,MMP Industries Limited,MMP,
1666,Media Matrix Worldwide Limited,MMWL,
1667,One Mobikwik Systems Limited,MOBIKWIK,
1668,Modi Naturals Limited,MODINATUR,
1669,Modi Rubber Limited,MODIRUBBER,
1670,Modis Navnirman Limited,MODIS,
1671,MODISON LIMITED,MODISONLTD,
1672,Modern Threads (India) Limited,MODTHREAD,
1673,Mohit Industries Limited,MOHITIND,
1674,Moksh Ornaments Limited,MOKSH,
1675,Meghmani Organics Limited,MOL,
1676,Mold-Tek Technologies Limited,MOLDTECH,
1677,Mold-Tek Packaging Limited,MOLDTKPAC,
1678,Monarch Networth Capital Limited,MONARCH,
1679,Moneyboxx Finance Limited,MONEYBOXX,
1680,Monte Carlo Fashions Limited,MONTECARLO,
1681,Morarjee Textiles Limited,MORARJEE,
1682,Morepen Laboratories Limited,MOREPENLAB,
1683,Moschip Technologies Limited,MOSCHIP,
1684,Motisons Jewellers Limited,MOTISONS,
1685,The Motor & General Finance Limited,MOTOGENFIN,
1686,MPS Limited,MPSLTD,
1687,MSP Steel & Power Limited,MSPL,
1688,MT Educare Limited,MTEDUCARE,
1689,Mahanagar Telephone Nigam Limited,MTNL,
1690,Mufin Green Finance Limited,MUFIN,
1691,Credo Brands Marketing Limited,MUFTI,
1692,Mukand Limited,MUKANDLTD,
1693,Mukka Proteins Limited,MUKKA,
1694,Mukta Arts Limited,MUKTAARTS,
1695,Munjal Auto Industries Limited,MUNJALAU,
1696,Munjal Showa Limited,MUNJALSHOW,
1697,Murudeshwar Ceramics Limited,MURUDCERA,
1698,Muthoot Capital Services Limited,MUTHOOTCAP,
1699,Muthoot Microfin Limited,MUTHOOTMF,
1700,Manoj Vaibhav Gems N Jewellers Limited,MVGJL,
1701,Mangalam Worldwide Limited,MWL,
1702,NACL Industries Limited,NACLIND,
1703,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,
1704,Nagreeka Exports Limited,NAGREEKEXP,
1705,Nahar Capital and Financial Services Limited,NAHARCAP,
1706,Nahar Industrial Enterprises Limited,NAHARINDUS,
1707,Nahar Poly Films Limited,NAHARPOLY,
1708,Nahar Spinning Mills Limited,NAHARSPING,
1709,Narmada Agrobase Limited,NARMADA,
1710,Natural Capsules Limited,NATCAPSUQ,
1711,Nath Bio-Genes (India) Limited,NATHBIOGEN,
1712,National Standard (India) Limited,NATIONSTD,
1713,Navkar Corporation Limited,NAVKARCORP,
1714,Navkar Urbanstructure Limited,NAVKARURB,
1715,Navneet Education Limited,NAVNETEDUL,
1716,N. B. I. Industrial Finance Company Limited,NBIFIN,
1717,NCL Industries Limited,NCLIND,
1718,Naga Dhunseri Group Limited,NDGL,
1719,Nandan Denim Limited,NDL,
1720,NDL Ventures Limited,NDLVENTURE,
1721,Ndr Auto Components Limited,NDRAUTO,
1722,New Delhi Television Limited,NDTV,
1723,Neelamalai Agro Industries Limited,NEAGI,
1724,North Eastern Carrying Corporation Limited,NECCLTD,
1725,Nectar Lifesciences Limited,NECLIFE,
1726,Nelcast Limited,NELCAST,
1727,NELCO Limited,NELCO,
1728,Nephrocare Health Services Limited,NEPHROPLUS,
1729,Next Mediaworks Limited,NEXTMEDIA,
1730,Nakoda Group of Industries Limited,NGIL,
1731,NGL Fine-Chem Limited,NGLFINE,
1732,NIBE Limited,NIBE,
1733,NRB Industrial Bearings Limited,NIBL,
1734,NIIT Limited,NIITLTD,
1735,NIIT Learning Systems Limited,NIITMTS,
1736,Nila Infrastructures Limited,NILAINFRA,
1737,Nila Spaces Limited,NILASPACES,
1738,Nile Limited,NILE,
1739,Nilkamal Limited,NILKAMAL,
1740,Nimbus Projects Limited,NIMBSPROJ,
1741,NINtec Systems Limited,NINSYS,
1742,Indo-National Limited,NIPPOBATRY,
1743,Niraj Cement Structurals Limited,NIRAJ,
1744,Niraj Ispat Industries Limited,NIRAJISPAT,
1745,Nirlon Limited,NIRLON,
1746,Nitco Limited,NITCO,
1747,Nitin Spinners Limited,NITINSPIN,
1748,Nitiraj Engineers Limited,NITIRAJ,
1749,Nitta Gelatin India Limited,NITTAGELA,
1750,NK Industries Limited,NKIND,
1751,NOCIL Limited,NOCIL,
1752,Noida Toll Bridge Company Limited,NOIDATOLL,
1753,Norben Tea & Exports Limited,NORBTEAEXP,
1754,Northern Arc Capital Limited,NORTHARC,
1755,Nova Agritech Limited,NOVAAGRI,
1756,Novartis India Limited,NOVARTIND,
1757,Network People Services Technologies Limited,NPST,
1758,N R Agarwal Industries Limited,NRAIL,
1759,NRB Bearing Limited,NRBBEARING,
1760,Nupur Recyclers Limited,NRL,
1761,Nalwa Sons Investments Limited,NSIL,
1762,Nucleus Software Exports Limited,NUCLEUS,
1763,Nureca Limited,NURECA,
1764,Oriental Aromatics Limited,OAL,
1765,Orissa Bengal Carrier Limited,OBCL,
1766,OCCL Limited,OCCLLTD,
1767,Odigma Consultancy Solutions Limited,ODIGMA,
1768,Oil Country Tubular Limited,OILCOUNTUB,
1769,Omax Autos Limited,OMAXAUTO,
1770,Omaxe Limited,OMAXE,
1771,Om Freight Forwarders Limited,OMFREIGHT,
1772,OM INFRA LIMITED,OMINFRAL,
1773,Omnitech Engineering Limited,OMNI,
1774,Om Power Transmission Limited,OMPOWER,
1775,Onelife Capital Advisors Limited,ONELIFECAP,
1776,One Point One Solutions Limited,ONEPOINT,
1777,OnMobile Global Limited,ONMOBILE,
1778,Onward Technologies Limited,ONWARDTEC,
1779,Orbit Exports Limited,ORBTEXP,
1780,Orchasp Limited,ORCHASP,
1781,Orchid Pharma Limited,ORCHPHARMA,
1782,Oricon Enterprises Limited,ORICONENT,
1783,Oriental Trimex Limited,ORIENTALTL,
1784,Orient Bell Limited,ORIENTBELL,
1785,ORIENT CERATECH LIMITED,ORIENTCER,
1786,Orient Electric Limited,ORIENTELEC,
1787,Oriental Hotels Limited,ORIENTHOT,
1788,Orient Press Limited,ORIENTLTD,
1789,Orient Paper & Industries Limited,ORIENTPPR,
1790,Orient Technologies Limited,ORIENTTECH,
1791,The Orissa Minerals Development Company Limited,ORISSAMINE,
1792,Ortel Communications Limited,ORTEL,
1793,ORTIN GLOBAL LIMITED,ORTINGLOBE,
1794,Osia Hyper Retail Limited,OSIAHYPER,
1795,Oswal Agro Mills Limited,OSWALAGRO,
1796,Oswal Greentech Limited,OSWALGREEN,
1797,ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,
1798,Pace Digitek Limited,PACEDIGITK,
1799,Paisalo Digital Limited,PAISALO,
1800,PAKKA LIMITED,PAKKA,
1801,Palash Securities Limited,PALASHSECU,
1802,Palred Technologies Limited,PALREDTEC,
1803,Panacea Biotec Limited,PANACEABIO,
1804,Panache Digilife Limited,PANACHE,
1805,Panama Petrochem Limited,PANAMAPET,
1806,Pansari Developers Limited,PANSARI,
1807,Par Drugs And Chemicals Limited,PAR,
1808,Paramount Communications Limited,PARACABLES,
1809,Parag Milk Foods Limited,PARAGMILK,
1810,Paras Petrofils Limited,PARASPETRO,
1811,Apeejay Surrendra Park Hotels Limited,PARKHOTELS,
1812,Parsvnath Developers Limited,PARSVNATH,
1813,Pashupati Cotspin Limited,PASHUPATI,
1814,Pasupati Acrylon Limited,PASUPTAC,
1815,Patel Engineering Limited,PATELENG,
1816,Patel Retail Limited,PATELRMART,
1817,Patel Integrated Logistics Limited,PATINTLOG,
1818,Paushak Limited,PAUSHAKLTD,
1819,Pavna Industries Limited,PAVNAIND,
1820,Pudumjee Paper Products Limited,PDMJEPAPER,
1821,PDS Limited,PDSL,
1822,Pearl Polymers Limited,PEARLPOLY,
1823,Pennar Industries Limited,PENIND,
1824,Peninsula Land Limited,PENINLAND,
1825,PTC India Financial Services Limited,PFS,
1826,Procter & Gamble Health Limited,PGHL,
1827,Power & Instrumentation (Gujarat) Limited,PIGL,
1828,Pilani Investment and Industries Corporation Limited,PILANIINVS,
1829,PIL ITALICA LIFESTYLE LIMITED,PILITA,
1830,Pioneer Embroideries Limited,PIONEEREMB,
1831,Pioneer Investcorp Limited,PIONRINV,
1832,Pitti Engineering Limited,PITTIENG,
1833,Pix Transmissions Limited,PIXTRANS,
1834,The Peria Karamalai Tea & Produce Company Limited,PKTEA,
1835,Plastiblends India Limited,PLASTIBLEN,
1836,Platinum Industries Limited,PLATIND,
1837,Plaza Wires Limited,PLAZACABLE,
1838,Paul Merchants Limited,PML,
1839,PNB Gilts Limited,PNBGILTS,
1840,Pritish Nandy Communications Limited,PNC,
1841,PNGS Reva Diamond Jewellery Limited,PNGSREVA,
1842,Pondy Oxides & Chemicals Limited,POCL,
1843,Poddar Pigments Limited,PODDARMENT,
1844,Pokarna Limited,POKARNA,
1845,Polyplex Corporation Limited,POLYPLEX,
1846,Ponni Sugars (Erode) Limited,PONNIERODE,
1847,Powerica Limited,POWERICA,
1848,PPAP Automotive Limited,PPAP,
1849,Prakash Pipes Limited,PPL,
1850,Prabha Energy Limited,PRABHA,
1851,Pradeep Metals Limited,PRADPME,
1852,Prajay Engineers Syndicate Limited,PRAENG,
1853,Prakash Industries Limited,PRAKASH,
1854,Prakash Steelage Limited,PRAKASHSTL,
1855,Praveg Limited,PRAVEG,
1856,Praxis Home Retail Limited,PRAXIS,
1857,Precision Camshafts Limited,PRECAM,
1858,Precot Limited,PRECOT,
1859,Precision Wires India Limited,PRECWIRE,
1860,Premco Global Limited,PREMCO,
1861,Premier Explosives Limited,PREMEXPLN,
1862,Premier Limited,PREMIER,
1863,Premier Polyfilm Limited,PREMIERPOL,
1864,Prime Securities Limited,PRIMESECU,
1865,Primo Chemicals Limited,PRIMO,
1866,Prince Pipes And Fittings Limited,PRINCEPIPE,
1867,Priti International Limited,PRITI,
1868,Pritika Auto Industries Limited,PRITIKAUTO,
1869,Prostarm Info Systems Limited,PROSTARM,
1870,Protean eGov Technologies Limited,PROTEAN,
1871,Prozone Realty Limited,PROZONER,
1872,Prudential Sugar Corporation Limited,PRUDMOULI,
1873,Punjab & Sind Bank,PSB,
1874,PSP Projects Limited,PSPPROJECT,
1875,PTL Enterprises Limited,PTL,
1876,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,
1877,PVP Ventures Limited,PVP,
1878,Popular Vehicles and Services Limited,PVSL,
1879,Pyramid Technoplast Limited,PYRAMID,
1880,Quadrant Future Tek Limited,QUADFUTURE,
1881,Quick Heal Technologies Limited,QUICKHEAL,
1882,Quint Digital Limited,QUINT,
1883,Race Eco Chain Limited,RACE,
1884,RACL Geartech Limited,RACLGEAR,
1885,Radaan Mediaworks India Limited,RADAAN,
1886,Radhika Jeweltech Limited,RADHIKAJWE,
1887,Radiant Cash Management Services Limited,RADIANTCMS,
1888,Music Broadcast Limited,RADIOCITY,
1889,Rajesh Exports Limited,RAJESHEXPO,
1890,Rajnandini Metal Limited,RAJMET,
1891,Rajoo Engineers Limited,RAJOOENG,
1892,Rajapalayam Mills Limited,RAJPALAYAM,
1893,Rajratan Global Wire Limited,RAJRATAN,
1894,Raj Rayon Industries Limited,RAJRILTD,
1895,Rajshree Sugars & Chemicals Limited,RAJSREESUG,
1896,Raj Television Network Limited,RAJTV,
1897,Shree Rama Newsprint Limited,RAMANEWS,
1898,Rama Phosphates Limited,RAMAPHO,
1899,Rama Steel Tubes Limited,RAMASTEEL,
1900,Ramco Industries Limited,RAMCOIND,
1901,Ramco Systems Limited,RAMCOSYS,
1902,Ramky Infrastructure Limited,RAMKY,
1903,Ram Ratna Wires Limited,RAMRAT,
1904,Rana Sugars Limited,RANASUG,
1905,Rane Holdings Limited,RANEHOLDIN,
1906,Ratnaveer Precision Engineering Limited,RATNAVEER,
1907,RBZ Jewellers Limited,RBZJEWEL,
1908,Reliance Communications Limited,RCOM,
1909,Regaal Resources Limited,REGAAL,
1910,Regency Ceramics Limited,REGENCERAM,
1911,Reliance Chemotex Industries Limited,RELCHEMQ,
1912,Reliable Data Services Limited,RELIABLE,
1913,Ravindra Energy Limited,RELTD,
1914,Remsons Industries Limited,REMSONSIND,
1915,Repco Home Finance Limited,REPCOHOME,
1916,Rudrabhishek Enterprises Limited,REPL,
1917,Repro India Limited,REPRO,
1918,Responsive Industries Limited,RESPONIND,
1919,JHS Svendgaard Retail Ventures Limited,RETAIL,
1920,Renaissance Global Limited,RGL,
1921,Rhetan TMT Limited,RHETAN,
1922,Reliance Home Finance Limited,RHFL,
1923,Robust Hotels Limited,RHL,
1924,Rico Auto Industries Limited,RICOAUTO,
1925,Reliance Industrial Infrastructure Limited,RIIL,
1926,Rishabh Instruments Limited,RISHABH,
1927,Ritco Logistics Limited,RITCO,
1928,Ravi Kumar Distilleries Limited,RKDL,
1929,RKEC Projects Limited,RKEC,
1930,R K Swamy Limited,RKSWAMY,
1931,RMC Switchgears Limited,RMC,
1932,R M Drip and Sprinklers Systems Limited,RMDRIP,
1933,Rane (Madras) Limited,RML,
1934,R&B Denims Limited,RNBDENIMS,
1935,Royal Orchid Hotels Limited,ROHLTD,
1936,Rolex Rings Limited,ROLEXRINGS,
1937,Rollatainers Limited,ROLLT,
1938,Raj Oil Mills Limited,ROML,
1939,Rossari Biotech Limited,ROSSARI,
1940,Rossell India Limited,ROSSELLIND,
1941,Rossell Techsys Limited,ROSSTECH,
1942,Roto Pumps Limited,ROTO,
1943,Raghav Productivity Enhancers Limited,RPEL,
1944,RPG Life Sciences Limited,RPGLIFE,
1945,R.P.P. Infra Projects Limited,RPPINFRA,
1946,Rajshree Polypack Limited,RPPL,
1947,RPSG VENTURES LIMITED,RPSGVENT,
1948,Rashi Peripherals Limited,RPTECH,
1949,RRIL Limited,RRIL,
1950,RSD Finance Limited,RSDFIN,
1951,Rajputana Stainless Limited,RSL,
1952,R. S. Software (India) Limited,RSSOFTWARE,
1953,RSWM Limited,RSWM,
1954,Rubfila International Limited,RUBFILA,
1955,The Ruby Mills Limited,RUBYMILLS,
1956,Ruchi Infrastructure Limited,RUCHINFRA,
1957,Ruchira Papers Limited,RUCHIRA,
1958,Rudra Global Infra Products Limited,RUDRA,
1959,Rupa & Company Limited,RUPA,
1960,Rushil Decor Limited,RUSHIL,
1961,Keystone Realtors Limited,RUSTOMJEE,
1962,Ravinder Heights Limited,RVHL,
1963,Revathi Equipment India Limited,RVTH,
1964,S&S Power Switchgears Limited,S&SPOWER,
1965,Sadbhav Engineering Limited,SADBHAV,
1966,Sadbhav Infrastructure Project Limited,SADBHIN,
1967,Sadhana Nitrochem Limited,SADHNANIQ,
1968,Sagardeep Alloys Limited,SAGARDEEP,
1969,Sagar Cements Limited,SAGCEM,
1970,Shalibhadra Finance Limited,SAHLIBHFI,
1971,Sahyadri Industries Limited,SAHYADRI,
1972,Sai Parenterals Limited,SAIPARENT,
1973,Sakar Healthcare Limited,SAKAR,
1974,Sakthi Sugars Limited,SAKHTISUG,
1975,Saksoft Limited,SAKSOFT,
1976,Sakuma Exports Limited,SAKUMA,
1977,Salasar Techno Engineering Limited,SALASAR,
1978,Salona Cotspin Limited,SALONA,
1979,S.A.L. Steel Limited,SALSTEEL,
1980,Salzer Electronics Limited,SALZERELEC,
1981,Sambhaav Media Limited,SAMBHAAV,
1982,Sambhv Steel Tubes Limited,SAMBHV,
1983,Sampann Utpadan India Limited,SAMPANN,
1984,Sanathan Textiles Limited,SANATHAN,
1985,Sanco Industries Limited,SANCO,
1986,The Sandesh Limited,SANDESH,
1987,Sandhar Technologies Limited,SANDHAR,
1988,Sangam (India) Limited,SANGAMIND,
1989,Sanghvi Movers Limited,SANGHVIMOV,
1990,Sanginita Chemicals Limited,SANGINITA,
1991,Sanofi India Limited,SANOFI,
1992,Sanstar Limited,SANSTAR,
1993,Sanwaria Consumer Limited,SANWARIA,
1994,Shree Ajit Pulp & Paper Limited,SAPPL,
1995,Sarla Performance Fibers Limited,SARLAPOLY,
1996,Sarveshwar Foods Limited,SARVESHWAR,
1997,Sasken Technologies Limited,SASKEN,
1998,Satia Industries Limited,SATIA,
1999,Satin Creditcare Network Limited,SATIN,
2000,Saurashtra Cement Limited,SAURASHCEM,
2001,Sayaji Hotels Limited,SAYAJIHOTL,
2002,SBC Exports Limited,SBC,
2003,Shivalik Bimetal Controls Limited,SBCL,
2004,Suratwwala Business Group Limited,SBGLP,
2005,Scan Steels Limited,SCANSTL,
2006,S Chand And Company Limited,SCHAND,
2007,Shipping Corporation of India Land and Assets Limited,SCILAL,
2008,Scoda Tubes Limited,SCODATUBES,
2009,Sheetal Cool Products Limited,SCPL,
2010,Som Distilleries & Breweries Limited,SDBL,
2011,Seamec Limited,SEAMECLTD,
2012,SecMark Consultancy Limited,SECMARK,
2013,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,
2014,SEDEMAC Mechatronics Limited,SEDEMAC,
2015,Shanti Educational Initiatives Limited,SEIL,
2016,Sejal Glass Limited,SEJALLTD,
2017,SEL Manufacturing Company Limited,SELMC,
2018,Semac Construction Limited,SEMAC,
2019,Senores Pharmaceuticals Limited,SENORES,
2020,SEPC Limited,SEPC,
2021,Servotech Renewable Power System Limited,SERVOTECH,
2022,Seshasayee Paper and Boards Limited,SESHAPAPER,
2023,Setco Automotive Limited,SETCO,
2024,Standard Engineering Technology Limited,SETL,
2025,Seya Industries Limited,SEYAIND,
2026,SG Finserve Limited,SGFIN,
2027,Synergy Green Industries Limited,SGIL,
2028,STL Global Limited,SGL,
2029,SG Mart Limited,SGMART,
2030,Shadowfax Technologies Limited,SHADOWFAX,
2031,Shah Metacorp Limited,SHAH,
2032,Shah Alloys Limited,SHAHALLOYS,
2033,Shalby Limited,SHALBY,
2034,Shalimar Paints Limited,SHALPAINTS,
2035,Shankara Building Products Limited,SHANKARA,
2036,Shanti Overseas (India) Limited,SHANTI,
2037,Shanthi Gears Limited,SHANTIGEAR,
2038,Shanti Gold International Limited,SHANTIGOLD,
2039,Sharda Motor Industries Limited,SHARDAMOTR,
2040,Shardul Securities Limited,SHARDUL,
2041,Shri Bajrang Alliance Limited,SHBAJRG,
2042,Shekhawati Industries Limited,SHEKHAWATI,
2043,Shemaroo Entertainment Limited,SHEMAROO,
2044,Shilchar Technologies Limited,SHILCTECH,
2045,Sharat Industries Limited,SHINDL,
2046,Shivalik Rasayan Limited,SHIVALIK,
2047,Shivam Autotech Limited,SHIVAMAUTO,
2048,Shiva Mills Limited,SHIVAMILLS,
2049,Shiva Texyarn Limited,SHIVATEX,
2050,Shiv Aum Steels Limited,SHIVAUM,
2051,S H Kelkar and Company Limited,SHK,
2052,Shoppers Stop Limited,SHOPERSTOP,
2053,Shradha Realty Limited,SHRADHA,
2054,Shree Digvijay Cement Co.Ltd,SHREDIGCEM,
2055,Shreeji Shipping Global Limited,SHREEJISPG,
2056,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,
2057,Shree Rama Multi-Tech Limited,SHREERAMA,
2058,Shrenik Limited,SHRENIK,
2059,Shreyans Industries Limited,SHREYANIND,
2060,Shri Krishna Devcon Limited,SHRIKRISH,
2061,Shringar House of Mangalsutra Limited,SHRINGARMS,
2062,Shriram Properties Limited,SHRIRAMPPS,
2063,Shyam Century Ferrous Limited,SHYAMCENT,
2064,Shyam Telecom Limited,SHYAMTEL,
2065,Sicagen India Limited,SICAGEN,
2066,Sical Logistics Limited,SICALLOG,
2067,Sigachi Industries Limited,SIGACHI,
2068,Signet Industries Limited,SIGIND,
2069,Sigma Solve Limited,SIGMA,
2070,SIGMA ADVANCED SYSTEMS LIMITED,SIGMAADV,
2071,Signpost India Limited,SIGNPOST,
2072,Sika Interplant Systems Limited,SIKA,
2073,Sikko Industries Limited,SIKKO,
2074,Standard Industries Limited,SIL,
2075,Silgo Retail Limited,SILGO,
2076,SIL Investments Limited,SILINV,
2077,Silly Monks Entertainment Limited,SILLYMONKS,
2078,Silver Touch Technologies Limited,SILVERTUC,
2079,Simplex Infrastructures Limited,SIMPLEXINF,
2080,Sinclairs Hotels Limited,SINCLAIR,
2081,Sindhu Trade Links Limited,SINDHUTRAD,
2082,Singer India Limited,SINGERIND,
2083,Sintercom India Limited,SINTERCOM,
2084,Sirca Paints India Limited,SIRCA,
2085,SIS LIMITED,SIS,
2086,Siti Networks Limited,SITINET,
2087,Siyaram Silk Mills Limited,SIYSIL,
2088,S.J.S. Enterprises Limited,SJS,
2089,SKM Egg Products Export (India) Limited,SKMEGGPROD,
2090,Smartlink Holdings Limited,SMARTLINK,
2091,SMC Global Securities Limited,SMCGLOBAL,
2092,Sarthak Metals Limited,SMLT,
2093,SMS Pharmaceuticals Limited,SMSPHARMA,
2094,Snowman Logistics Limited,SNOWMAN,
2095,Softtech Engineers Limited,SOFTTECH,
2096,Solara Active Pharma Sciences Limited,SOLARA,
2097,Solarworld Energy Solutions Limited,SOLARWORLD,
2098,Solex Energy Limited,SOLEX,
2099,Somany Ceramics Limited,SOMANYCERA,
2100,Soma Textiles & Industries Limited,SOMATEX,
2101,Somi Conveyor Beltings Limited,SOMICONVEY,
2102,Sonal Mercantile Limited,SONAL,
2103,SONAM LIMITED,SONAMLTD,
2104,Savita Oil Technologies Limited,SOTL,
2105,South West Pinnacle Exploration Limited,SOUTHWEST,
2106,S. P. Apparels Limited,SPAL,
2107,Spandana Sphoorty Financial Limited,SPANDANA,
2108,Spacenet Enterprises India Limited,SPCENET,
2109,Speciality Restaurants Limited,SPECIALITY,
2110,Spectrum Electrical Industries Limited,SPECTRUM,
2111,Spencer's Retail Limited,SPENCERS,
2112,Southern Petrochemicals Industries Corporation Limited,SPIC,
2113,SPL Industries Limited,SPLIL,
2114,SPML Infra Limited,SPMLINFRA,
2115,Sportking India Limited,SPORTKING,
2116,Shankar Lal Rampal Dye-Chem Limited,SRD,
2117,Sreeleathers Limited,SREEL,
2118,SRG Housing Finance Limited,SRGHFL,
2119,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,
2120,SRM Contractors Limited,SRM,
2121,Shree Ram Twistex Limited,SRTL,
2122,Saraswati Saree Depot Limited,SSDL,
2123,Steel Strips Wheels Limited,SSWL,
2124,Stallion India Fluorochemicals Limited,STALLION,
2125,Stanley Lifestyles Limited,STANLEY,
2126,Star Paper Mills Limited,STARPAPER,
2127,Starteck Finance Limited,STARTECK,
2128,The State Trading Corporation of India Limited,STCINDIA,
2129,Steelcast Limited,STEELCAS,
2130,Steel City Securities Limited,STEELCITY,
2131,STEEL EXCHANGE INDIA LIMITED,STEELXIND,
2132,Stel Holdings Limited,STEL,
2133,Sterling Tools Limited,STERTOOLS,
2134,STL Networks Limited,STLNETWORK,
2135,Stove Kraft Limited,STOVEKRAFT,
2136,Studds Accessories Limited,STUDDS,
2137,Stylam Industries Limited,STYLAMIND,
2138,Baazar Style Retail Limited,STYLEBAAZA,
2139,Subex Limited,SUBEXLTD,
2140,Sudarshan Colorants India Limited,SUDARCOLOR,
2141,Sukhjit Starch & Chemicals Limited,SUKHJITS,
2142,Sula Vineyards Limited,SULA,
2143,Sumeet Industries Limited,SUMEETINDS,
2144,Sumit Woods Limited,SUMIT,
2145,Summit Securities Limited,SUMMITSEC,
2146,Sundaram Clayton Limited,SUNCLAY,
2147,Sundaram Multi Pap Limited,SUNDARAM,
2148,Sundaram Brake Linings Limited,SUNDRMBRAK,
2149,Sundrop Brands Limited,SUNDROP,
2150,Sunflag Iron And Steel Company Limited,SUNFLAG,
2151,Superhouse Limited,SUPERHOUSE,
2152,Super Spinning Mills Limited,SUPERSPIN,
2153,Suprajit Engineering Limited,SUPRAJIT,
2154,Supreme Holdings & Hospitality (India) Limited,SUPREME,
2155,Supreme Engineering Limited,SUPREMEENG,
2156,Supreme Infrastructure India Limited,SUPREMEINF,
2157,Suraj Estate Developers Limited,SURAJEST,
2158,Suraj Limited,SURAJLTD,
2159,Suraksha Diagnostic Limited,SURAKSHA,
2160,Surana Solar Limited,SURANASOL,
2161,Surana Telecom and Power Limited,SURANAT&P,
2162,Suryalata Spinning Mills Limited,SURYALA,
2163,Suryalakshmi Cotton Mills Limited,SURYALAXMI,
2164,Suryoday Small Finance Bank Limited,SURYODAY,
2165,Sutlej Textiles and Industries Limited,SUTLEJTEX,
2166,Suven Life Sciences Limited,SUVEN,
2167,Suvidhaa Infoserve Limited,SUVIDHAA,
2168,Suyog Telematics Limited,SUYOG,
2169,Shree Vasu Logistics Limited,SVLL,
