S.No.,Name,Ticker,Industry
513,Aarti Pharmalabs Ltd.,AARTIPHARM,Healthcare
514,Aditya Vision Ltd.,AVL,Consumer Services
515,Advanced Enzyme Tech Ltd.,ADVENZYMES,Healthcare
516,Aequs Ltd.,AEQUS,Capital Goods
517,Aether Industries Ltd.,AETHER,Chemicals
518,Ahluwalia Contracts (India) Ltd.,AHLUCONT,Construction
519,Akums Drugs and Pharmaceuticals Ltd.,AKUMS,Healthcare
520,Alembic Pharmaceuticals Ltd.,APLLTD,Healthcare
521,Alivus Life Sciences Ltd.,ALIVUS,Healthcare
522,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Chemicals
523,Alok Industries Ltd.,ALOKINDS,Textiles
524,Apollo Micro Systems Ltd.,APOLLO,Capital Goods
525,Archean Chemical Industries Ltd.,ACI,Chemicals
526,Arvind Fashions Ltd.,ARVINDFASN,Consumer Services
527,Arvind Ltd.,ARVIND,Textiles
528,Ashapura Minechem Ltd.,ASHAPURMIN,Metals & Mining
529,Ashoka Buildcon Ltd.,ASHOKA,Construction
530,Astra Microwave Products Ltd.,ASTRAMICRO,Capital Goods
531,AstraZenca Pharma India Ltd.,ASTRAZEN,Healthcare
532,Atlanta Electricals Ltd.,ATLANTAELE,Capital Goods
533,Aurionpro Solution Ltd.,AURIONPRO,Information Technology
534,Avalon Technologies Ltd.,AVALON,Capital Goods
535,Avanti Feeds Ltd.,AVANTIFEED,Fast Moving Consumer Goods
536,AvenuesAI Ltd.,CCAVENUE,Financial Services
537,Awfis Space Solutions Ltd.,AWFIS,Services
538,Azad Engineering Ltd.,AZAD,Capital Goods
539,Bajaj Electricals Ltd,BAJAJELEC,Consumer Durables
540,Balaji Amines Ltd.,BALAMINES,Chemicals
541,Balu Forge Industries Ltd.,BALUFORGE,Capital Goods
542,Banco Products (India) Ltd.,BANCOINDIA,Automobile and Auto Components
543,Birla Corporation Ltd.,BIRLACORPN,Construction Materials
544,Black Box Ltd.,BBOX,Information Technology
545,Blackbuck Ltd.,BLACKBUCK,Services
546,BlueStone Jewellery and Lifestyle Ltd.,BLUESTONE,Consumer Durables
547,Borosil Renewables Ltd.,BORORENEW,Capital Goods
548,CIE Automotive India Ltd.,CIEINDIA,Automobile and Auto Components
549,CMS Info Systems Ltd.,CMSINFO,Services
550,CSB Bank Ltd.,CSBBANK,Financial Services
551,Campus Activewear Ltd.,CAMPUS,Consumer Durables
552,Canara Robeco Asset Management Company Ltd.,CRAMC,Financial Services
553,Capillary Technologies India Ltd.,CAPILLARY,Information Technology
554,Cello World Ltd.,CELLO,Consumer Durables
555,Century Plyboards (India) Ltd.,CENTURYPLY,Consumer Durables
556,Cera Sanitaryware Ltd,CERA,Consumer Durables
557,Cupid Ltd.,CUPID,Fast Moving Consumer Goods
558,DCB Bank Ltd.,DCBBANK,Financial Services
559,Datamatics Global Services Ltd.,DATAMATICS,Information Technology
560,Diamond Power Infrastructure Ltd.,DIACABS,Capital Goods
561,Dilip Buildcon Ltd.,DBL,Construction
562,Dr. Agarwal's Health Care Ltd.,AGARWALEYE,Healthcare
563,Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods
564,EPL Ltd.,EPL,Capital Goods
565,Edelweiss Financial Services Ltd.,EDELWEISS,Financial Services
566,Electronics Mart India Ltd.,EMIL,Consumer Services
567,Electrosteel Castings Ltd.,ELECTCAST,Capital Goods
568,Ellenbarrie Industrial Gases Ltd.,ELLEN,Chemicals
569,Embassy Developments Ltd.,EMBDL,Realty
570,Entero Healthcare Solutions Ltd.,ENTERO,Consumer Services
571,Equitas Small Finance Bank Ltd.,EQUITASBNK,Financial Services
572,Ethos Ltd.,ETHOSLTD,Consumer Durables
573,Eureka Forbes Ltd.,EUREKAFORB,Consumer Durables
574,Fedbank Financial Services Ltd.,FEDFINA,Financial Services
575,Fiem Industries Ltd,FIEMIND,Automobile and Auto Components
576,Finolex Industries Ltd.,FINPIPE,Capital Goods
577,Fujiyama Power Systems Ltd.,UTLSOLAR,Capital Goods
578,GHCL Ltd.,GHCL,Chemicals
579,GMM Pfaudler Ltd.,GMMPFAUDLR,Capital Goods
580,GMR Power and Urban Infra Ltd.,GMRP&UI,Power
581,Garware Hi-Tech Films Ltd.,GRWRHITECH,Capital Goods
582,Godrej Agrovet Ltd.,GODREJAGRO,Fast Moving Consumer Goods
583,Gokaldas Exports Ltd.,GOKEX,Textiles
584,Gokul Agro Resources Ltd.,GOKULAGRO,Fast Moving Consumer Goods
585,Greaves Cotton Ltd.,GREAVESCOT,Capital Goods
586,Gujarat Ambuja Exports Ltd.,GAEL,Fast Moving Consumer Goods
587,Gujarat Gas Ltd.,GUJGASLTD,Oil Gas & Consumable Fuels
588,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC,Chemicals
589,Gujarat Pipavav Port Ltd.,GPPL,Services
590,Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Chemicals
591,H.G. Infra Engineering Ltd.,HGINFRA,Construction
592,Happiest Minds Technologies Ltd.,HAPPSTMNDS,Information Technology
593,Hatsun Agro Product Ltd.,HATSUN,Fast Moving Consumer Goods
594,Healthcare Global Enterprises Ltd.,HCG,Healthcare
595,Hemisphere Properties India Ltd.,HEMIPROP,Services
596,Heritage Foods Ltd.,HERITGFOOD,Fast Moving Consumer Goods
597,Hindustan Construction Co. Ltd.,HCC,Construction
598,IFB Industries Ltd.,IFBIND,Consumer Durables
599,IIFL Capital Services Ltd.,IIFLCAPS,Financial Services
600,INOX India Ltd.,INOXINDIA,Capital Goods
601,India Glycols Ltd.,INDIAGLYCO,Fast Moving Consumer Goods
602,India Shelter Finance Corporation Ltd.,INDIASHLTR,Financial Services
603,Indian Metals & Ferro Alloys Ltd.,IMFA,Metals & Mining
604,Indigo Paints Ltd.,INDIGOPNTS,Consumer Durables
605,Indo Count Industries Ltd.,ICIL,Textiles
606,Inox Green Energy Services Ltd.,INOXGREEN,Services
607,Ion Exchange (India) Ltd.,IONEXCHANG,Utilities
608,JK Lakshmi Cement Ltd.,JKLAKSHMI,Construction Materials
609,JK Paper Ltd.,JKPAPER,Forest Materials
610,JSW Holdings Ltd.,JSWHL,Financial Services
611,Jai Balaji Industries Ltd.,JAIBALAJI,Metals & Mining
612,Jamna Auto Industries Ltd.,JAMNAAUTO,Automobile and Auto Components
613,Jana Small Finance Bank Ltd.,JSFB,Financial Services
614,Jayaswal Neco Industries Ltd.,JAYNECOIND,Capital Goods
615,Jeena Sikho Lifecare Ltd.,JSLL,Consumer Services
616,Jupiter Life Line Hospitals Ltd.,NSE:JLHL,Healthcare
617,Justdial Ltd.,JUSTDIAL,Consumer Services
618,Jyothy Labs Ltd.,JYOTHYLAB,Fast Moving Consumer Goods
619,KNR Constructions Ltd.,KNRCON,Construction
620,KPI Green Energy Ltd.,KPIGREEN,Power
621,KRBL Ltd.,KRBL,Fast Moving Consumer Goods
622,KRN Heat Exchanger and Refrigeration Ltd.,KRN,Capital Goods
623,KSB Ltd.,KSB,Capital Goods
624,Kansai Nerolac Paints Ltd.,KANSAINER,Consumer Durables
625,Karnataka Bank Ltd.,KTKBANK,Financial Services
626,Kaveri Seed Company Ltd.,KSCL,Fast Moving Consumer Goods
627,Kirloskar Brothers Ltd.,KIRLOSBROS,Capital Goods
628,Kirloskar Pneumatic Company Ltd.,KIRLPNU,Capital Goods
629,Laxmi Organic Industries Ltd.,LXCHEM,Chemicals
630,Le Travenues Technology Ltd.,IXIGO,Consumer Services
631,Lloyds Engineering Works Ltd.,LLOYDSENGG,Capital Goods
632,Lloyds Enterprises Ltd.,LLOYDSENT,Metals & Mining
633,Lumax Auto Technologies Ltd.,LUMAXTECH,Automobile and Auto Components
634,MOIL Ltd.,MOIL,Metals & Mining
635,MSTC Ltd.,MSTCLTD,Services
636,MTAR Technologies Ltd.,MTARTECH,Capital Goods
637,Maharashtra Scooters Ltd.,MAHSCOOTER,Financial Services
638,Maharashtra Seamless Ltd.,MAHSEAMLES,Capital Goods
639,Manorama Industries Ltd.,MANORAMA,Fast Moving Consumer Goods
640,Marksans Pharma Ltd.,MARKSANS,Healthcare
641,Mastek Ltd.,MASTEK,Information Technology
642,Medplus Health Services Ltd.,MEDPLUS,Consumer Services
643,Metro Brands Ltd.,METROBRAND,Consumer Durables
644,Metropolis Healthcare Ltd.,METROPOLIS,Healthcare
645,Mishra Dhatu Nigam Ltd.,MIDHANI,Capital Goods
646,Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,Fast Moving Consumer Goods
647,NEOGEN CHEMICALS LTD.,NEOGEN,Chemicals
648,NESCO Ltd.,NESCO,Services
649,National Fertilizers Ltd.,NFL,Chemicals
650,Nazara Technologies Ltd.,NAZARA,Media Entertainment & Publication
651,Network18 Media & Investments Ltd.,NETWORK18,Media Entertainment & Publication
652,Optiemus Infracom Ltd.,OPTIEMUS,Telecommunication
653,Orient Cement Ltd.,ORIENTCEM,Construction Materials
654,Orkla India Ltd.,ORKLAINDIA,Fast Moving Consumer Goods
655,Oswal Pumps Ltd.,OSWALPUMPS,Capital Goods
656,P N Gadgil Jewellers Ltd.,PNGJL,Consumer Durables
657,PC Jeweller Ltd.,PCJEWELLER,Consumer Durables
658,PNC Infratech Ltd.,PNCINFRA,Construction
659,PTC India Ltd.,PTC,Power
660,Paras Defence and Space Technologies Ltd.,PARAS,Capital Goods
661,Pearl Global Industries Ltd.,PGIL,Textiles
662,Piccadily Agro Industries Ltd.,PICCADIL,Fast Moving Consumer Goods
663,Power Mech Projects Ltd.,POWERMECH,Construction
664,Praj Industries Ltd.,PRAJIND,Capital Goods
665,Pricol Ltd.,PRICOLLTD,Automobile and Auto Components
666,Prime Focus Ltd.,PFOCUS,Media Entertainment & Publication
667,Prism Johnson Ltd.,PRSMJOHNSN,Construction Materials
668,Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals
669,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,Fast Moving Consumer Goods
670,Prudent Corporate Advisory Services Ltd.,PRUDENT,Financial Services
671,Puravankara Ltd.,PURVA,Realty
672,Quality Power Electrical Equipments Ltd.,QPOWER,Capital Goods
673,Quess Corp Ltd.,QUESS,Services
674,R Systems International Ltd.,RSYSTEMS,Information Technology
675,Rain Industries Ltd,RAIN,Chemicals
676,Rallis India Ltd.,RALLIS,Chemicals
677,Rashtriya Chemicals & Fertilizers Ltd.,RCF,Chemicals
678,Rategain Travel Technologies Ltd.,RATEGAIN,Information Technology
679,RattanIndia Enterprises Ltd.,RTNINDIA,Consumer Services
680,RattanIndia Power Ltd.,RTNPOWER,Power
681,Raymond Lifestyle Ltd.,RAYMONDLSL,Textiles
682,Raymond Ltd.,RAYMOND,Capital Goods
683,Raymond Realty Ltd.,RAYMONDREL,Realty
684,Redtape Ltd.,REDTAPE,Consumer Durables
685,Refex Industries Ltd.,REFEX,Utilities
686,Relaxo Footwears Ltd.,RELAXO,Consumer Durables
687,Religare Enterprises Ltd.,RELIGARE,Financial Services
688,Restaurant Brands Asia Ltd.,RBA,Consumer Services
689,Route Mobile Ltd.,ROUTE,Telecommunication
690,Rubicon Research Ltd.,RUBICON,Healthcare
691,SKF India (Industrial) Ltd.,SKFINDUS,Capital Goods
692,SKF India Ltd.,SKFINDIA,Automobile and Auto Components
693,Saatvik Green Energy Ltd.,SAATVIKGL,Capital Goods
694,Safari Industries (India) Ltd.,SAFARI,Consumer Durables
695,Samhi Hotels Ltd.,SAMHI,Consumer Services
696,Sandur Manganese & Iron Ores Ltd.,SANDUMA,Metals & Mining
697,Sansera Engineering Ltd.,SANSERA,Automobile and Auto Components
698,Senco Gold Ltd.,SENCO,Consumer Durables
699,Shaily Engineering Plastics Ltd.,SHAILY,Consumer Durables
700,Shakti Pumps (India) Ltd.,SHAKTIPUMP,Capital Goods
701,Sharda Cropchem Ltd.,SHARDACROP,Chemicals
702,Sheela Foam Ltd.,SFL,Consumer Durables
703,Shilpa Medicare Ltd.,SHILPAMED,Healthcare
704,Shree Renuka Sugars Ltd.,RENUKA,Fast Moving Consumer Goods
705,Shriram Pistons & Rings Ltd.,SHRIPISTON,Automobile and Auto Components
706,Skipper Ltd.,SKIPPER,Capital Goods
707,Smartworks Coworking Spaces Ltd.,SMARTWORKS,Services
708,South Indian Bank Ltd.,SOUTHBANK,Financial Services
709,Sri Lotus Developers and Realty Ltd.,LOTUSDEV,Realty
710,Star Cement Ltd.,STARCEMENT,Construction Materials
711,Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Construction
712,Sterlite Technologies Ltd.,STLTECH,Telecommunication
713,Strides Pharma Science Ltd.,STAR,Healthcare
714,Styrenix Performance Materials Ltd.,STYRENIX,Chemicals
715,Subros Ltd.,SUBROS,Capital Goods
716,Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Chemicals
717,Sudeep Pharma Ltd.,SUDEEPPHRM,Chemicals
718,Sun Pharma Advanced Research Company Ltd.,SPARC,Healthcare
719,Sundram Fasteners Ltd.,SUNDRMFAST,Automobile and Auto Components
720,Sunteck Realty Ltd.,SUNTECK,Realty
721,Supriya Lifescience Ltd.,SUPRIYA,Healthcare
722,Surya Roshni Ltd.,SURYAROSNI,Capital Goods
723,TARC Ltd.,TARC,Realty
724,TD Power Systems Ltd.,TDPOWERSYS,Capital Goods
725,TSF Investments Ltd.,TSFINV,Financial Services
726,TVS Holdings Ltd.,TVSHLTD,Financial Services
727,TVS Supply Chain Solutions Ltd.,TVSSCS,Services
728,Tamilnad Mercantile Bank Ltd.,TMB,Financial Services
729,Tanla Platforms Ltd.,TANLA,Information Technology
730,Texmaco Rail & Eng. Ltd.,TEXRAIL,Capital Goods
731,Thangamayil Jewellery Ltd.,THANGAMAYL,Consumer Durables
732,The Anup Engineering Ltd.,ANUP,Capital Goods
733,Thomas Cook (India) Ltd.,THOMASCOOK,Consumer Services
734,Thyrocare Technologies Ltd.,THYROCARE,Healthcare
735,Tilaknagar Industries Ltd.,TI,Fast Moving Consumer Goods
736,Time Technoplast Ltd.,TIMETECHNO,Capital Goods
737,Tips Music Ltd.,TIPSMUSIC,Media Entertainment & Publication
738,Transrail Lighting Ltd.,TRANSRAILL,Capital Goods
739,Triveni Engineering & Industries Ltd.,TRIVENI,Fast Moving Consumer Goods
740,Ujjivan Small Finance Bank Ltd.,UJJIVANSFB,Financial Services
741,V-Guard Industries Ltd.,VGUARD,Consumer Durables
742,V-Mart Retail Ltd.,VMART,Consumer Services
743,V.I.P. Industries Ltd.,VIPIND,Consumer Durables
744,V2 Retail Ltd.,V2RETAIL,Consumer Services
745,Va Tech Wabag Ltd.,WABAG,Utilities
746,Vaibhav Global Ltd.,VAIBHAVGBL,Consumer Durables
747,Valor Estate Ltd.,DBREALTY,Realty
748,Varroc Engineering Ltd.,VARROC,Automobile and Auto Components
749,Vedant Fashions Ltd.,MANYAVAR,Consumer Services
750,Vikram Solar Ltd.,VIKRAMSOLR,Capital Goods
751,Viyash Scientific Ltd.,VIYASH,Healthcare
752,Voltamp Transformers Ltd,VOLTAMP,Capital Goods
753,Waaree Renewable Technologies Ltd.,WAAREERTL,Capital Goods
754,Wakefit Innovations Ltd.,WAKEFIT,Consumer Durables
755,WeWork India Management Ltd.,WEWORK,Services
756,Websol Energy System Ltd.,WEBELSOLAR,Capital Goods
757,Welspun Enterprises Ltd.,WELENT,Construction
758,Westlife Foodworld Ltd.,WESTLIFE,Consumer Services
759,Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH,Healthcare
760,Zaggle Prepaid Ocean Services Ltd.,ZAGGLE,Information Technology
761,CORONA Remedies Ltd.,CORONA,Healthcare
762,Crizac Ltd.,CRIZAC,Consumer Services
763,Dummy Allcargo Logistics Ltd.,DUMMYALCAR,Services
764,Enviro Infra Engineers Ltd.,EIEL,Utilities
765,Kitex Garments Ltd.,KITEX,Textiles
766,Park Medi World Ltd.,PARKHOSPS,Healthcare
767,Ratnamani Metals & Tubes Ltd.,RATNAMANI,Capital Goods
768,SKY GOLD AND DIAMONDS Ltd.,SKYGOLD,Consumer Durables
769,SML Mahindra Ltd.,SMLMAH,Capital Goods
770,Sanofi Consumer Healthcare India Ltd.,SANOFICONR,Healthcare
771,Seshaasai Technologies Ltd.,STYL,Financial Services
772,Share India Securities Ltd.,SHAREINDIA,Financial Services
773,20 Microns Limited,20MICRONS,
774,21st Century Management Services Limited,21STCENMGM,
775,3B Blackbio Dx Limited,3BBLACKBIO,
776,3i Infotech Limited,3IINFOLTD,
777,3P Land Holdings Limited,3PLAND,
778,5Paisa Capital Limited,5PAISA,
779,63 moons technologies limited,63MOONS,
780,A2Z Infra Engineering Limited,A2ZINFRA,
781,AAA Technologies Limited,AAATECH,
782,Aakash Exploration Services Limited,AAKASH,
783,Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS,
784,Aarnav Fashions Limited,AARNAV,
785,Aaron Industries Limited,AARON,
786,Aartech Solonics Limited,AARTECH,
787,Aarti Surfactants Limited,AARTISURF,
788,Aarvi Encon Limited,AARVI,
789,Abans Enterprises Limited,ABANSENT,
790,A B Cotspin India Limited,ABCOTS,
791,A B Infrabuild Limited,ABINFRA,
792,ABM International Limited,ABMINTLLTD,
793,ABM Knowledgeware Limited,ABMKNO,
794,Accelya Solutions India Limited,ACCELYA,
795,Accuracy Shipping Limited,ACCURACY,
796,Ace Integrated Solutions Limited,ACEINTEG,
797,Andhra Cements Limited,ACL,
798,ACS Technologies Limited,ACSTECH,
799,ADF Foods Limited,ADFFOODS,
800,Archidply Decor Limited,ADL,
801,Ador Welding Limited,ADOR,
802,Adroit Infotech Limited,ADROITINFO,
803,Allied Digital Services Limited,ADSL,
804,Advait Energy Transitions Limited,ADVAIT,
805,Advance Agrolife Limited,ADVANCE,
806,Advani Hotels & Resorts (India) Limited,ADVANIHOTR,
807,Advent Hotels International Limited,ADVENTHTL,
808,Artemis Electricals and Projects Limited,AEPL,
809,Aeroflex Enterprises Limited,AEROENTER,
810,Aeroflex Industries Limited,AEROFLEX,
811,Aeroflex Neu Limited,AERONEU,
812,Affordable Robotic & Automation Limited,AFFORDABLE,
813,Akme Fintrade (India) Limited,AFIL,
814,Abans Financial Services Limited,AFSL,
815,Agarwal Industrial Corporation Limited,AGARIND,
816,AGI Greenpac Limited,AGI,
817,Agi Infra Limited,AGIIL,
818,Agri-Tech (India) Limited,AGRITECH,
819,Agro Phos India Limited,AGROPHOS,
820,Anlon Healthcare Limited,AHCL,
821,Ahlada Engineers Limited,AHLADA,
822,Asian Hotels (East) Limited,AHLEAST,
823,Asian Hotels (West) Limited,AHLWEST,
824,Airan Limited,AIRAN,
825,Airo Lam limited,AIROLAM,
826,Ajax Engineering Limited,AJAXENGG,
827,Ajmera Realty & Infra India Limited,AJMERA,
828,Ajooni Biotech Limited,AJOONI,
829,Akash Infra-Projects Limited,AKASH,
830,AK Capital Services Limited,AKCAPIT,
831,Akg Exim Limited,AKG,
832,AKI India Limited,AKI,
833,Akshar Spintex Limited,AKSHAR,
834,AksharChem India Limited,AKSHARCHEM,
835,Aksh Optifibre Limited,AKSHOPTFBR,
836,Alankit Limited,ALANKIT,
837,Albert David Limited,ALBERTDAVD,
838,Alembic Limited,ALEMBICLTD,
839,Algoquant Fintech Limited,ALGOQUANT,
840,Alicon Castalloy Limited,ALICON,
841,Alkali Metals Limited,ALKALI,
842,Allcargo Logistics Limited,ALLCARGO,
843,Alldigi Tech Limited,ALLDIGI,
844,All Time Plastics Limited,ALLTIME,
845,Almondz Global Securities Limited,ALMONDZ,
846,Alpa Laboratories Limited,ALPA,
847,Alphageo (India) Limited,ALPHAGEO,
848,Amagi Media Labs Limited,AMAGI,
849,Amanta Healthcare Limited,AMANTA,
850,Ambalal Sarabhai Enterprises Limited,AMBALALSA,
851,Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR,
852,Ambika Cotton Mills Limited,AMBIKCO,
853,AMD Industries Limited,AMDIND,
854,Amir Chand Jagdish Kumar (Exports) Limited,AMIRCHAND,
855,Amj Land Holdings Limited,AMJLAND,
856,Amines & Plasticizers Limited,AMNPLST,
857,Amrutanjan Health Care Limited,AMRUTANJAN,
858,ANDHRA PAPER LIMITED,ANDHRAPAP,
859,The Andhra Sugars Limited,ANDHRSUGAR,
860,Anik Industries Limited,ANIKINDS,
861,Ankit Metal & Power Limited,ANKITMETAL,
862,Anmol India Limited,ANMOL,
863,Ansal Properties & Infrastructure Limited,ANSALAPI,
864,Antelopus Selan Energy Limited,ANTELOPUS,
865,Antarctica Limited,ANTGRAPHIC,
866,Anuh Pharma Limited,ANUHPHR,
867,Anjani Portland Cement Limited,APCL,
868,Apcotex Industries Limited,APCOTEXIND,
869,Apex Frozen Foods Limited,APEX,
870,Apollo Pipes Limited,APOLLOPIPE,
871,Apollo Sindoori Hotels Limited,APOLSINHOT,
872,Aptech Limited,APTECHT,
873,Aqylon Nexus Limited,AQYLON,
874,Archidply Industries Limited,ARCHIDPLY,
875,Archies Limited,ARCHIES,
876,Rajdarshan Industries Limited,ARENTERP,
877,Arfin India Limited,ARFIN,
878,Aries Agro Limited,ARIES,
879,Arihant Foundations & Housing Limited,ARIHANT,
880,Arihant Capital Markets Limited,ARIHANTCAP,
881,Arihant Superstructures Limited,ARIHANTSUP,
882,Arisinfra Solutions Limited,ARIS,
883,Arkade Developers Limited,ARKADE,
884,Arman Financial Services Limited,ARMANFIN,
885,Aro Granite Industries Limited,AROGRANITE,
886,Arrow Greentech Limited,ARROWGREEN,
887,Arshiya Limited,ARSHIYA,
888,Anand Rathi Share and Stock Brokers Limited,ARSSBL,
889,Artemis Medicare Services Limited,ARTEMISMED,
890,Art Nirman Limited,ARTNIRMAN,
891,Arvee Laboratories (India) Limited,ARVEE,
892,Arvind SmartSpaces Limited,ARVSMART,
893,Asahi Songwon Colors Limited,ASAHISONG,
894,Automotive Stampings and Assemblies Limited,ASAL,
895,Associated Alcohols & Breweries Ltd.,ASALCBR,
896,Ashiana Housing Limited,ASHIANA,
897,Ashika Credit Capital Limited,ASHIKA,
898,Ashima Limited,ASHIMASYN,
899,Ashoka Metcast Limited,ASHOKAMET,
900,Asian Energy Services Limited,ASIANENE,
901,Asian Hotels (North) Limited,ASIANHOTNR,
902,Asian Granito India Limited,ASIANTILES,
903,Bartronics India Limited,ASMS,
904,Aspinwall and Company Limited,ASPINWALL,
905,Asian Star Company Limited,ASTAR,
906,Astec LifeSciences Limited,ASTEC,
907,Astron Paper & Board Mill Limited,ASTRON,
908,Atal Realtech Limited,ATALREAL,
909,Atam Valves Limited,ATAM,
910,Allcargo Terminals Limited,ATL,
911,ATLANTAA LIMITED,ATLANTAA,
912,Atlas Cycles (Haryana) Limited,ATLASCYCLE,
913,Atul Auto Limited,ATULAUTO,
914,Auri Grow India Limited,AURIGROW,
915,Aurum PropTech Limited,AURUM,
916,Ausom Enterprise Limited,AUSOMENT,
917,Automotive Axles Limited,AUTOAXLES,
918,Autoline Industries Limited,AUTOIND,
919,Avadh Sugar & Energy Limited,AVADHSUGAR,
920,Available Finance Limited,AVAILFC,
921,Avantel Limited,AVANTEL,
922,AVG Logistics Limited,AVG,
923,AVG Logistics Limited-RE,AVG-RE,
924,Avonmore Capital & Management Services Limited,AVONMORE,
925,AVRO INDIA LIMITED,AVROIND,
926,AVT Natural Products Limited,AVTNPL,
927,Antony Waste Handling Cell Limited,AWHCL,
928,Axita Cotton Limited,AXITA,
929,Aye Finance Limited,AYE,
930,AYM Syntex Limited,AYMSYNTEX,
931,Bafna Pharmaceuticals Limited,BAFNAPH,
932,B.A.G Films and Media Limited,BAGFILMS,
933,Baid Finserv Limited,BAIDFIN,
934,Bajaj Consumer Care Limited,BAJAJCON,
935,Bajaj Healthcare Limited,BAJAJHCARE,
936,Bajaj Hindusthan Sugar Limited,BAJAJHIND,
937,Indef Manufacturing Limited,BAJAJINDEF,
938,Bajaj Steel Industries Limited,BAJAJST,
939,Bajel Projects Limited,BAJEL,
940,Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE,
941,Balaji Telefilms Limited,BALAJITELE,
942,BALAXI PHARMACEUTICALS LIMITED,BALAXI,
943,Balkrishna Paper Mills Limited,BALKRISHNA,
944,Balmer Lawrie & Company Limited,BALMLAWRIE,
945,Bal Pharma Limited,BALPHARMA,
946,Banaras Beads Limited,BANARBEADS,
947,Bannari Amman Sugars Limited,BANARISUG,
948,Bang Overseas Limited,BANG,
949,Banka BioLoo Limited,BANKA,
950,Bansal Wire Industries Limited,BANSALWIRE,
951,Banswara Syntex Limited,BANSWRAS,
952,BASF India Limited,BASF,
953,Bannari Amman Spinning Mills Limited,BASML,
954,Batliboi Limited,BATLIBOI,
955,Bharat Bijlee Limited,BBL,
956,B&B Triplewall Containers Limited,BBTCL,
957,Brightcom Group Limited,BCG,
958,Bcl Industries Limited,BCLIND,
959,Brand Concepts Limited,BCONCEPTS,
960,BCPL Railway Infrastructure Limited,BCPL,
961,Beardsell Limited,BEARDSELL,
962,Bedmutha Industries Limited,BEDMUTHA,
963,Beekay Steel Industries Limited,BEEKAY,
964,Bella Casa Fashion & Retail Limited,BELLACASA,
965,Bengal & Assam Company Limited,BENGALASM,
966,Bhansali Engineering Polymers Limited,BEPL,
967,Best Agrolife Limited,BESTAGRO,
968,Beta Drugs Limited,BETA,
969,BF Investment Limited,BFINVEST,
970,BF Utilities Limited,BFUTILITIE,
971,BGR Energy Systems Limited,BGRENERGY,
972,Bhagiradha Chemicals & Industries Limited,BHAGCHEM,
973,Bhageria Industries Limited,BHAGERIA,
974,Bhagyanagar India Limited,BHAGYANGR,
975,Bhandari Hosiery Exports Limited,BHANDARI,
976,Bharat Coking Coal Limited,BHARATCOAL,
977,Bharat Gears Limited,BHARATGEAR,
978,Bharat Rasayan Limited,BHARATRAS,
979,Bharat Seats Limited,BHARATSE,
980,Bharat Wire Ropes Limited,BHARATWIRE,
981,Bilcare Limited,BI,
982,Bigbloc Construction Limited,BIGBLOC,
983,Bhartiya International Limited,BIL,
984,Bimetal Bearings Limited,BIMETAL,
985,Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM,
986,Birla Cable Limited,BIRLACABLE,
987,Aditya Birla Money Limited,BIRLAMONEY,
988,BirlaNu Limited,BIRLANU,
989,Birla Precision Technologies Limited,BIRLAPREC,
990,Black Rose Inds. Limited,BLACKROSE,
991,BEML Land Assets Limited,BLAL,
992,BLB Limited,BLBLIMITED,
993,Balmer Lawrie Investments Limited,BLIL,
994,Bliss GVS Pharma Limited,BLISSGVS,
995,B. L. Kashyap and Sons Limited,BLKASHYAP,
996,BLS E-Services Limited,BLSE,
997,Blue Chip India Limited,BLUECHIP,
998,Blue Coast Hotels Limited,BLUECOAST,
999,Bluspring Enterprises Limited,BLUSPRING,
1000,BMW Ventures Limited,BMWVENTLTD,
1001,BN Agrochem Limited,BNAGROCHEM,
1002,B & A Limited,BNALTD,
1003,Bodal Chemicals Limited,BODALCHEM,
1004,Bohra Industries Limited,BOHRAIND,
1005,Bombay Dyeing & Mfg Company Limited,BOMDYEING,
1006,Bonlon Industries Limited,BONLON,
1007,Borana Weaves Limited,BORANA,
1008,Borosil Limited,BOROLTD,
1009,Borosil Scientific Limited,BOROSCI,
1010,BOSCH HOME COMFORT INDIA LIMITED,BOSCH-HCIL,
1011,BPL Limited,BPL,
1012,Brigade Hotel Ventures Limited,BRIGHOTEL,
1013,Bharat Road Network Limited,BRNL,
1014,Brooks Laboratories Limited,BROOKS,
1015,Bombay Super Hybrid Seeds Limited,BSHSL,
1016,BSL Limited,BSL,
1017,Bodhi Tree Multimedia Limited,BTML,
1018,Bhilwara Technical Textiles Limited,BTTL,
1019,Shankara Buildpro Limited,BUILDPRO,
1020,Butterfly Gandhimathi Appliances Limited,BUTTERFLY,
1021,Barak Valley Cements Limited,BVCL,
